	token	coref	ner
1395	hij	(222)	O
1396	de	(223	O
1397	organisatie	223)	O
1398	met	O	O
1399	de	(224	O
1400	manier	O	O
1401	waarop	O	O
1402	de	(225	O
1403	verkiezingen	225)	O
1404	georganiseerd	O	O
1405	zijn	O	O
1406	bij	O	O
1407	de	(196	O
1408	Tweede	O	O
1409	Kamerverkiezingen	196)|224)	O
1410	.	O	O
1411	Het	(226)	O
1412	is	O	O
1413	relatief	O	O
1414	goed	O	O
1415	verlopen	O	O
1416	ondanks	O	O
1417	de	(227	O
1418	moeilijke	O	O
1419	periode	227)	O
1420	.	O	O
1421	Nu	O	O
1422	is	O	O
1423	voor	O	O
1424	de	(228	O
1425	eerste	O	O
1426	keer	228)	O
1427	de	(113	O
1428	CSO	113)	O
1429	gebruikt	O	O
1430	.	O	O
1431	In	O	O
1432	de	(229	O
1433	antwoorden	O	O
1434	op	O	O
1435	de	(230	O
1436	schriftelijke	O	O
1437	vraag	230)|229)	O
1438	is	O	O
1439	te	O	O
1440	zien	O	O
1441	dat	O	O
1442	het	(231)	O
1443	tot	O	O
1444	een	(232	O
1445	aantal	O	O
1446	knelpunten	232)|(233)	O
1447	leidt	O	O
1448	.	O	O
1449	Hij	(222)	O
1450	refereert	O	O
1451	aan	O	O
1452	de	(234	O
1453	inbreng	O	O
1454	van	O	O
1455	de	(235	O
1456	heer	O	O
1457	Bosch	235)	S-PER
1458	over	O	O
1459	het	(236	O
1460	transport	O	O
1461	dat	O	O
1462	niet	O	O
1463	altijd	O	O
1464	goed	O	O
1465	georganiseerd	O	O
1466	is	236)|234)	O
1467	.	O	O
1468	Hij	(222)	O
1469	vraagt	O	O
1470	zich	(237)	O
1471	af	O	O
1472	hoe	O	O
1473	de	(238	O
1474	organisatie	238)	O
1475	dat	(239)	O
1476	gaat	O	O
1477	doen	O	O
1478	in	O	O
1479	de	(240	O
1480	toekomst	240)	O
1481	.	O	O
1482	Van	O	O
1483	alle	(241	O
1484	stembureaus	O	O
1485	100	241)	O
1486	moeten	O	O
1487	de	(242	O
1488	biljetten	242)	O
1489	naar	O	O
1490	een	(243	O
1491	centrale	O	O
1492	plek	243)	O
1493	gebracht	O	O
1494	worden	O	O
1495	.	O	O
1496	Ten	O	O
1497	tweede	O	O
1498	vraagt	O	O
1499	hij	(222)	O
1500	of	O	O
1501	het	(244)	O
1502	de	(245	O
1503	bedoeling	245)	O
1504	is	O	O
1505	dat	O	O
1506	dit	(246)	O
1507	in	O	O
1508	de	(240	O
1509	toekomst	240)	O
1510	de	(247	O
1511	standaard-	O	O
1512	procedure	O	O
1513	wordt	O	O
1514	voor	O	O
1515	alle	(248	O
1516	verkiezingen	O	O
1517	die	O	O
1518	zullen	O	O
1519	worden	O	O
1520	gehouden	248)|247)	O
1521	.	O	O
1522	Zij	(222)	O
1523	vraagt	O	O
1524	of	O	O
1525	dat	(249)	O
1526	inderdaad	O	O
1527	zo	O	O
1528	is	O	O
1529	en	O	O
1530	of	O	O
1531	dit	(250)	O
1532	de	(251	O
1533	procedure	O	O
1534	is	O	O
1535	die	O	O
1536	de	(252	O
1537	raad	252)	O
1538	daarop	O	O
1539	vaststelt	251)	O
1540	.	O	O
1541	Ten	O	O
1542	tweede	(253)	O
1543	is	O	O
1544	de	(254	O
1545	vraag	O	O
1546	of	O	O
1547	daarmee	O	O
1548	financieel	(255	O
1549	rekening	255)	O
1550	gehouden	O	O
1551	wordt	254)	O
1552	.	O	O
1553	Dat	(256)	O
1554	betekent	O	O
1555	dat	O	O
1556	bij	O	O
1557	elke	(257	O
1558	verkiezing	257)	O
1559	de	(258	O
1560	gemeente	258)	O
1561	200.000	(260|(259	O
1562	euro	259)	O
1563	extra	260)	O
1564	gaat	O	O
1565	uitgeven	O	O
1566	.	O	O
1567	Hij	(261)	O
1568	vraagt	O	O
1569	of	O	O
1570	het	(262)	O
1571	juist	O	O
1572	is	O	O
1573	en	O	O
1574	of	O	O
1575	dat	(263)	O
1576	is	O	O
1577	meegenomen	O	O
1578	in	O	O
1579	de	(264	O
1580	overwegingen	264)	O
1581	.	O	O
1582	Daarnaast	O	O
1583	gaat	O	O
1584	hij	(261)	O
1585	in	O	O
1586	op	O	O
1587	de	(120	O
1588	belasting	O	O
1589	van	O	O
1590	de	(112	O
1591	vrijwilligers	112)|120)	O
1592	.	O	O
1593	De	(113	O
1594	CSO	113)	O
1595	zorgt	O	O
1596	voor	O	O
1597	een	(265	O
1598	mindere	O	O
1599	belasting	O	O
1600	van	O	O
1601	de	(112	O
1602	vrijwilligers	112)|265)	O
1603	.	O	O
1604	Hij	(261)	O
1605	krijgt	O	O
1606	daarop	O	O
1607	graag	O	O
1608	nog	O	O
1609	een	(266	O
1610	reactie	266)	O
1611	.	O	O
1612	Dat	(267)	O
1613	wordt	O	O
1614	hem	(261)	O
1615	niet	O	O
1616	helemaal	O	O
1617	duidelijk	O	O
1618	uit	O	O
1619	de	(268	O
1620	antwoorden	O	O
1621	op	O	O
1622	de	(269	O
1623	schriftelijke	O	O
1624	vragen	269)|268)	O
1625	.	O	O
1626	Hij	(261)|(270	O
1627	110	270)|(271)	O
1628	verneemt	O	O
1629	graag	O	O
1630	van	O	O
1631	de	(129	O
1632	burgemeester	129)	O
1633	wat	(272)	O
1634	dit	(273)	O
1635	precies	O	O
1636	betekent	O	O
1637	.	O	O
1638	En	O	O
1639	of	O	O
1640	het	(274)	O
1641	mogelijk	O	O
1642	is	O	O
1643	de	(275	O
1644	uitslag	O	O
1645	van	O	O
1646	Utrecht	275)|(93)	O
1647	eerder	O	O
1648	bekend	O	O
1649	te	O	O
1650	maken	O	O
1651	in	O	O
1652	maart	(276)	O
1653	wanneer	O	O
1654	de	(277	O
1655	telling	277)	O
1656	plaats-	O	O
1657	vindt	O	O
1658	via	O	O
1659	de	(278	O
1660	CSO.	O	O
1661	Mevrouw	O	O
1662	Assen	O	S-PER
1663	(	O	O
1664	PvdA	278)|(17)	O
1665	)	O	O
1666	sluit	O	O
1667	zich	(279)	O
1668	aan	O	O
1669	bij	O	O
1670	de	(280	O
1671	complimenten	O	O
1672	van	O	O
1673	de	(281	O
1674	heer	O	O
1675	Van	O	B-PER
1676	Steeg	281)|280)	E-PER
1677	.	O	O
1678	Haar	(281)|(282	O
1679	fractie	282)	O
1680	wil	O	O
1681	vooral	O	O
1682	ingaan	O	O
1683	op	O	O
1684	de	(284|(283	O
1685	rol	O	O
1686	van	O	O
1687	de	(112	O
1688	vrijwilligers	112)|283)	O
1689	,	O	O
1690	de	(285	O
1691	werkdruk	O	O
1692	voor	O	O
1693	hen	285)|(112)	O
1694	en	O	O
1695	de	(286	O
1696	toegankelijkheid	O	O
1697	van	O	O
1698	de	(287	O
1699	stembureaus	287)|286)|284)	O
1700	.	O	O
1701	Het	(288)	O
1702	lijkt	O	O
1703	haar	(281)	O
1704	goed	O	O
1705	in	O	O
1706	te	O	O
1707	stemmen	O	O
1708	met	O	O
1709	dit	(289	O
1710	raadsvoorstel	O	O
1711	om	O	O
1712	deel	O	O
1713	te	O	O
1714	nemen	O	O
1715	aan	O	O
1716	de	(290	O
1717	centrale	O	O
1718	stemopneming	290)|289)	O
1719	,	O	O
1720	vooral	O	O
1721	ook	O	O
1722	omdat	O	O
1723	dit	(291)	O
1724	voor	O	O
1725	vrijwilligers	(112)	O
1726	het	(292	O
1727	tellen	292)	O
1728	korter	O	O
1729	en	O	O
1730	minder	O	O
1731	intensief	O	O
1732	wordt	O	O
1733	en	O	O
1734	daarmee	O	O
1735	de	(293	O
1736	betrouwbaarheid	O	O
1737	van	O	O
1738	de	(294	O
1739	telling	294)|293)	O
1740	verbetert	O	O
1741	.	O	O
1742	120	(295)	O
1743	Omdat	O	O
1744	de	(297|(296	O
1745	verkiezingsdag	296)	O
1746	voor	O	O
1747	de	(298	O
1748	tellers	298)|297)	O
1749	minder	O	O
1750	zwaar	O	O
1751	wordt	O	O
1752	,	O	O
1753	hoopt	O	O
1754	haar	(281)|(282	O
1755	fractie	282)	O
1756	ook	O	O
1757	dat	O	O
1758	het	(299)	O
1759	gemakkelijker	O	O
1760	wordt	O	O
1761	om	O	O
1762	vrijwilligers	(112)	O
1763	te	O	O
1764	werven	O	O
1765	,	O	O
1766	zeker	O	O
1767	nadat	O	O
1768	bij	O	O
1769	de	(300	O
1770	laatste	O	O
1771	Tweede	O	O
1772	Kamerverkiezingen	300)	O
1773	zoveel	(301	O
1774	meer	O	O
1775	vrijwilligers	301)	O
1776	betrokken	O	O
1777	waren	O	O
1778	en	O	O
1779	ook	O	O
1780	al	O	O
1781	ingewerkt	O	O
1782	zijn	O	O
1783	.	O	O
1784	Zij	(281)	O
1785	vraagt	O	O
1786	hoe	O	O
1787	de	(129	O
1788	burgemeester	129)	O
1789	de	O	O
1790	winst	O	O
1791	daarvan	O	O
1792	ziet	O	O
1793	voor	O	O
1794	de	(196	O
1795	komende	O	O
1796	verkiezingen	196)	O
1797	.	O	O
1798	Wanneer	O	O
1799	gaat	O	O
1800	het	(302	O
1801	wervingsproces	302)	O
1802	starten	O	O
1803	?	O	O
1804	Zij	(129)	O
1805	las	O	O
1806	ook	O	O
1807	de	(303	O
1808	schriftelijke	O	O
1809	vragen	O	O
1810	van	O	O
1811	de	(304|(26	O
1812	PVV	26)	O
1813	,	O	O
1814	die	O	O
1815	behalve	O	O
1816	de	(305	O
1817	zwaarte	O	O
1818	van	O	O
1819	het	(306	O
1820	werk	306)|305)	O
1821	ook	O	O
1822	de	(307	O
1823	toegankelijkheid	O	O
1824	van	O	O
1825	de	(308	O
1826	stembureaus	308)|307)	O
1827	benoemde	304)|303)	O
1828	.	O	O
1829	Zij	(129)	O
1830	las	O	O
1831	dat	O	O
1832	het	(309	O
1833	werk	O	O
1834	in	O	O
1835	shifts	309)|(310)	O
1836	niet	O	O
1837	de	(311	O
1838	voorkeur	O	O
1839	heeft	O	O
1840	van	O	O
1841	het	(91	O
1842	college	91)|311)	O
1843	.	O	O
1844	Zij	(129)	O
1845	legt	O	O
1846	de	(312	O
1847	vraag	O	O
1848	voor	O	O
1849	of	O	O
1850	het	(313	O
1851	grotere	O	O
1852	aantal	O	O
1853	vrijwilligers	(112)	O
1854	dat	O	O
1855	bij	O	O
1856	de	(196	O
1857	Tweede	O	O
1858	Kamerverkiezingen	196)	O
1859	actief	O	O
1860	was	313)|312)	O
1861	er	(314)	O
1862	op	O	O
1863	een	(315	O
1864	andere	O	O
1865	manier	315)	O
1866	aan	O	O
1867	bijdragen	O	O
1868	dat	O	O
1869	werk	(316	O
1870	voor	O	O
1871	een	(112	O
1872	vrijwilliger	112)|316)	O
1873	meer	O	O
1874	behapbaar	O	O
1875	en	O	O
1876	aantrekkelijker	O	O
1877	wordt	O	O
1878	,	O	O
1879	130	O	O
1880	zeker	O	O
1881	ook	O	O
1882	voor	O	O
1883	oudere	(317	O
1884	vrijwilligers	O	O
1885	die	O	O
1886	wel	O	O
1887	eens	O	O
1888	aangaven	O	O
1889	dat	O	O
1890	een	(318	O
1891	hele	O	O
1892	shift	318)	O
1893	voor	O	O
1894	hen	(319)	O
1895	te	O	O
1896	intensief	O	O
1897	was	317)	O
1898	.	O	O
1899	Met	O	O
1900	betrekking	O	O
1901	tot	O	O
1902	de	(320	O
1903	toegankelijkheid	320)	O
1904	,	O	O
1905	las	O	O
1906	haar	(281)|(282	O
1907	fractie	282)	O
1908	de	(321	O
1909	antwoorden	321)	O
1910	betrekking	O	O
1911	hebbend	O	O
1912	op	O	O
1913	het	(322	O
1914	stembureau	O	O
1915	dat	O	O
1916	vooral	O	O
1917	overal	O	O
1918	nabij	O	O
1919	mensen	(323)	O
1920	beschikbaar	O	O
1921	beschikbaar	O	O
1922	moeten	O	O
1923	zijn	322)	O
1924	.	O	O
1925	Zij	(281)	O
1926	begrijpt	O	O
1927	dat	O	O
1928	het	(324)	O
1929	lastig	O	O
1930	is	O	O
1931	om	O	O
1932	dan	O	O
1933	overal	O	O
1934	die	(325	O
1935	toegankelijkheid	325)	O
1936	te	O	O
1937	borgen	O	O
1938	.	O	O
1939	Zij	(281)	O
1940	zou	O	O
1941	daar	O	O
1942	toch	O	O
1943	graag	O	O
1944	meer	O	O
1945	ambitie	O	O
1946	zien	O	O
1947	.	O	O
1948	Het	(326)	O
1949	lijkt	O	O
1950	haar	(281)	O
1951	nodig	O	O
1952	uiteindelijk	O	O
1953	naar	O	O
1954	die	(327	O
1955	100%	O	O
1956	toegankelijkheid	327)	O
1957	te	O	O
1958	komen	O	O
1959	.	O	O
1960	Zij	(281)	O
1961	vraagt	O	O
1962	welke	(328	O
1963	doelstelling	328)	O
1964	de	(129	O
1965	burgemeester	129)	O
1966	zich	(329)	O
1967	hiervoor	O	O
1968	stelt	O	O
1969	.	O	O
1970	Bieden	O	O
1971	de	(330	O
1972	zeventig	O	O
1973	extra	O	O
1974	locaties	O	O
1975	die	O	O
1976	benut	O	O
1977	zijn	O	O
1978	beide	O	O
1979	Tweede	O	O
1980	Kamerverkiezingen	330)	O
1981	daarbij	O	O
1982	mogelijk	O	O
1983	een	(331	O
1984	kans	O	O
1985	om	O	O
1986	de	(332	O
1987	toegankelijkheid	332)	O
1988	te	O	O
1989	vergroten	331)	O
1990	?	O	O
1991	De	(333	O
1992	heer	O	O
1993	Bosch	O	S-PER
1994	(	O	O
1995	PVV	333)|(26)	O
1996	)	O	O
1997	vraagt	O	O
1998	via	O	O
1999	mevrouw	(334	O
2000	Assen	334)	S-PER
2001	waarom	O	O
2002	shifts	(310)	O
2003	wel	O	O
2004	mogelijk	O	O
2005	waren	O	O
2006	140	O	O
2007	in	O	O
2008	2002	(335)	O
2009	.	O	O
2010	Griffie	O	O
2011	Gemeenteraad	O	O
2012	Utrecht	O	O
2013	Verslag	(336	O
2014	van	O	O
2015	de	(338|(337	O
2016	openbare	O	O
2017	fysieke	O	O
2018	vergadering	O	O
2019	van	O	O
2020	de	(214	O
2021	Commissie	O	O
2022	Mens	O	O
2023	&	O	O
2024	Samenleving	214)|337)	O
2025	op	O	O
2026	30	(339	O
2027	september	O	O
2028	2021	339)	O
2029	Pagina	(340	O
2030	4	(341)	O
2031	van	O	O
2032	12	(342)	O
2033	Mevrouw	O	O
2034	Assen	O	S-PER
2035	(	O	O
2036	PvdA	340)|338)|336)|(343)	O
2037	)	O	O
2038	besluit	O	O
2039	haar	(344)|(345	O
2040	bijdrage	345)	O
2041	met	O	O
2042	in	O	O
2043	te	O	O
2044	gaan	O	O
2045	op	O	O
2046	de	(346	O
2047	kosten	346)	O
2048	.	O	O
2049	Die	(347	O
2050	kos-	O	O
2051	ten	347)	O
2052	zijn	O	O
2053	hoger	O	O
2054	uitgevallen	O	O
2055	dan	O	O
2056	begroot	O	O
2057	,	O	O
2058	maar	O	O
2059	nu	O	O
2060	ziet	O	O
2061	zij	(344)	O
2062	een	(348	O
2063	lagere	O	O
2064	begroting	348)	O
2065	terug	O	O
2066	.	O	O
2067	Hoe	O	O
2068	voorkomt	O	O
2069	de	(129	O
2070	burgemeester	129)	O
2071	dat	O	O
2072	die	(349	O
2073	kosten	349)	O
2074	opnieuw	O	O
2075	hoger	O	O
2076	gaan	O	O
2077	uitvallen	O	O
2078	?	O	O
2079	Mevrouw	(350	O
2080	Admiraal	O	S-PER
2081	(	O	O
2082	ChristenUnie	350)|(351)	O
2083	)	O	O
2084	noemt	O	O
2085	de	(196	O
2086	verkiezingen	196)	O
2087	het	(352	O
2088	feest	O	O
2089	van	O	O
2090	de	(353	O
2091	demo-	O	O
2092	cratie	353)|352)	O
2093	.	O	O
2094	Zij	(344)	O
2095	vindt	O	O
2096	het	(354)	O
2097	belangrijk	O	O
2098	dat	O	O
2099	die	(355)|(356	O
2100	transparant	356)	O
2101	en	O	O
2102	goed	O	O
2103	verlopen	O	O
2104	.	O	O
2105	Met	O	O
2106	het	(357	O
2107	voort-	O	O
2108	zetten	O	O
2109	van	O	O
2110	de	(113	O
2111	CSO	113)|357)	O
2112	ziet	O	O
2113	het	(91	O
2114	college	91)	O
2115	dat	(358)	O
2116	versterkt	O	O
2117	gebeuren	O	O
2118	.	O	O
2119	Haar	(344)|(359	O
2120	fractie	359)	O
2121	stelt	O	O
2122	enkele	(360	O
2123	vragen	360)	O
2124	naar	O	O
2125	aanleiding	O	O
2126	van	O	O
2127	dit	(361	O
2128	raadsvoorstel	361)	O
2129	en	O	O
2130	ook	O	O
2131	naar	O	O
2132	aanleiding	O	O
2133	van	O	O
2134	eerdere	(362	O
2135	gestelde	O	O
2136	schriftelijke	O	O
2137	vragen	362)	O
2138	.	O	O
2139	150	O	O
2140	Op	O	O
2141	veel	(363	O
2142	locaties	363)	O
2143	bleek	O	O
2144	het	(364)	O
2145	mogelijk	O	O
2146	om	O	O
2147	op	O	O
2148	kandidaatniveau	(365)	O
2149	te	O	O
2150	tellen	O	O
2151	en	O	O
2152	binnen	O	O
2153	een	(366	O
2154	redelijke	O	O
2155	tijd	366)	O
2156	.	O	O
2157	Dit	(367	O
2158	proces	367)	O
2159	is	O	O
2160	transparant	O	O
2161	en	O	O
2162	het	(368)	O
2163	geeft	O	O
2164	vlot	O	O
2165	een	(369	O
2166	uitslag	369)	O
2167	.	O	O
2168	Waarom	O	O
2169	houdt	O	O
2170	het	(91	O
2171	college	91)	O
2172	eraan	O	O
2173	vast	O	O
2174	dat	O	O
2175	de	(113	O
2176	CSO	113)	O
2177	transparanter	O	O
2178	is	O	O
2179	als	O	O
2180	het	(370)	O
2181	juist	O	O
2182	bij	O	O
2183	de	(113	O
2184	CSO	113)	O
2185	totaal	O	O
2186	onduidelijk	O	O
2187	was	O	O
2188	welke	(371	O
2189	stemmen	371)	O
2190	op	O	O
2191	welk	(372	O
2192	moment	372)	O
2193	geteld	O	O
2194	werden	O	O
2195	.	O	O
2196	Haar	(373)|(359	O
2197	fractie	359)	O
2198	is	O	O
2199	het	(374)	O
2200	eens	O	O
2201	met	O	O
2202	de	(129	O
2203	burgemeester	129)	O
2204	dat	O	O
2205	de	(375	O
2206	lange	O	O
2207	dagen	O	O
2208	voor	O	O
2209	de	(112	O
2210	vrijwilligers	112)	O
2211	op	O	O
2212	het	(134	O
2213	stembureau	134)|375)	O
2214	voorkomen	O	O
2215	moeten	O	O
2216	worden	O	O
2217	.	O	O
2218	Zij	(376)	O
2219	kan	O	O
2220	zich	(376)	O
2221	aansluiten	O	O
2222	bij	O	O
2223	de	(377	O
2224	eerdere	O	O
2225	vragen	O	O
2226	die	O	O
2227	gesteld	O	O
2228	zijn	O	O
2229	over	O	O
2230	de	(378	O
2231	inzet	O	O
2232	van	O	O
2233	vrijwilligers	378)|377)|(112)	O
2234	,	O	O
2235	voornamelijk	O	O
2236	bij	O	O
2237	die	(379	O
2238	vragen	O	O
2239	die	O	O
2240	de	(380	O
2241	indeling	O	O
2242	betroffen	O	O
2243	van	O	O
2244	de	(381	O
2245	dagen	O	O
2246	in	O	O
2247	shifts	381)|380)|379)|(310)	O
2248	.	O	O
2249	Te	O	O
2250	zien	O	O
2251	is	O	O
2252	dat	O	O
2253	bij	O	O
2254	de	(382	O
2255	vorige	O	O
2256	verkiezingen	382)	O
2257	2800	(383	O
2258	vrijwilligers	383)	O
2259	zijn	O	O
2260	geworven	O	O
2261	.	O	O
2262	Zij	(376)	O
2263	concludeert	O	O
2264	daaruit	O	O
2265	dat	O	O
2266	dit	(384)	O
2267	mogelijk	O	O
2268	zou	O	O
2269	moeten	O	O
2270	zijn	O	O
2271	bij	O	O
2272	verkiezingen	(385	O
2273	in	O	O
2274	normale	(386	O
2275	omstandigheden	386)|385)	O
2276	.	O	O
2277	160	(387)	O
2278	Zij	(376)	O
2279	vraagt	O	O
2280	hoe	O	O
2281	het	(91	O
2282	college	91)	O
2283	de	O	O
2284	grote	O	O
2285	verschillen	O	O
2286	duidt	O	O
2287	die	O	O
2288	optraden	O	O
2289	tussen	O	O
2290	de	O	O
2291	eerste	O	O
2292	telling	O	O
2293	op	O	O
2294	de	(388	O
2295	stembureaus	388)	O
2296	met	O	O
2297	toegewijde	(389	O
2298	stembureauleden	389)	O
2299	,	O	O
2300	aangevuld	O	O
2301	met	O	O
2302	frisse	(391|(390	O
2303	tellers	390)	O
2304	en	O	O
2305	de	(392	O
2306	uitslag	O	O
2307	van	O	O
2308	de	(393	O
2309	tweede	O	O
2310	telling	O	O
2311	op	O	O
2312	de	(113	O
2313	CSO	113)	O
2314	die	O	O
2315	blijkbaar	O	O
2316	voor	O	O
2317	veel	(394	O
2318	bureaus	394)	O
2319	niet	O	O
2320	goed	O	O
2321	verliep	O	O
2322	gezien	O	O
2323	de	(395	O
2324	grote	O	O
2325	aantallen	O	O
2326	correcties	(396	O
2327	op	O	O
2328	de	(397	O
2329	procesverbalen	397)|396)|395)|393)|392)|391)	O
2330	.	O	O
2331	Zij	(376)	O
2332	refereert	O	O
2333	aan	O	O
2334	de	(398	O
2335	inbreng	O	O
2336	van	O	O
2337	de	(399	O
2338	PvdA	399)	O
2339	over	O	O
2340	de	(400	O
2341	nu	O	O
2342	lager	O	O
2343	begrote	O	O
2344	kosten	400)|398)	O
2345	.	O	O
2346	Zij	(376)	O
2347	vraagt	O	O
2348	of	O	O
2349	het	(401	O
2350	geraamde	O	O
2351	bedrag	401)	O
2352	nu	O	O
2353	beter	O	O
2354	onderbouwd	O	O
2355	is	O	O
2356	.	O	O
2357	Vanuit	O	O
2358	een	(129	O
2359	burger	129)	O
2360	ontving	O	O
2361	haar	(376)|(282	O
2362	fractie	282)	O
2363	nog	O	O
2364	een	(402	O
2365	lijst	O	O
2366	met	O	O
2367	bezwaren	402)|(403)	O
2368	nadat	O	O
2369	diegene	(404)	O
2370	aan-	O	O
2371	wezig	O	O
2372	was	O	O
2373	bij	O	O
2374	de	(405	O
2375	vorige	O	O
2376	CSO	405)	O
2377	en	O	O
2378	die	(406)	O
2379	zijn	O	O
2380	ook	O	O
2381	als	O	O
2382	bezwaar	(407)	O
2383	ingediend	O	O
2384	bij	O	O
2385	de	(408	O
2386	vaststelling	O	O
2387	van	O	O
2388	de	(409	O
2389	uitslag	409)|408)	O
2390	.	O	O
2391	Zij	(376)	O
2392	merkt	O	O
2393	op	O	O
2394	dat	O	O
2395	het	(410)	O
2396	gaat	O	O
2397	om	O	O
2398	een	(411	O
2399	vrij	O	O
2400	lange	O	O
2401	lijst	411)	O
2402	.	O	O
2403	In	O	O
2404	de	(412	O
2405	evaluatie	O	O
2406	van	O	O
2407	de	(113	O
2408	CSO	113)|412)	O
2409	leest	O	O
2410	zij	(376)	O
2411	niets	(413)	O
2412	terug	O	O
2413	over	O	O
2414	hoe	O	O
2415	met	O	O
2416	die	(414	O
2417	bezwaren	414)	O
2418	is	O	O
2419	omgegaan	O	O
2420	.	O	O
2421	Ze	(415)	O
2422	krijgt	O	O
2423	graag	O	O
2424	170	O	O
2425	een	(416	O
2426	toelichting	O	O
2427	van	O	O
2428	de	(129	O
2429	burgemeester	129)|416)	O
2430	hoe	O	O
2431	met	O	O
2432	deze	(417	O
2433	punten	417)	O
2434	verder	O	O
2435	te	O	O
2436	werken	O	O
2437	.	O	O
2438	Mevrouw	(418	O
2439	Meerding	O	S-PER
2440	(	O	O
2441	VVD	418)|(419)	O
2442	)	O	O
2443	kan	O	O
2444	het	(420	O
2445	voorstel	O	O
2446	voor	O	O
2447	deelname	(421	O
2448	aan	O	O
2449	de	(422	O
2450	centrale	O	O
2451	stemopneming	422)|421)|420)	O
2452	steunen	O	O
2453	op	O	O
2454	voorwaarde	O	O
2455	dat	O	O
2456	er	O	O
2457	aandacht	(423)	O
2458	is	O	O
2459	voor	O	O
2460	het	(424	O
2461	navolgende	424)	O
2462	:	O	O
2463		(425	O
2464	De	O	O
2465	transparantie	O	O
2466	over	O	O
2467	het	(426	O
2468	stemproces	O	O
2469	naar	O	O
2470	de	(427	O
2471	stad	427)|426)|425)	O
2472	.	O	O
2473	Zij	(428)	O
2474	vraagt	O	O
2475	het	(91	O
2476	college	91)	O
2477	de	(429	O
2478	inwoners	429)	O
2479	breed	O	O
2480	te	O	O
2481	informeren	O	O
2482	over	O	O
2483	hoe	O	O
2484	de	(113	O
2485	CSO	113)	O
2486	werkt	O	O
2487	.	O	O
2488		(430)	O
2489	Verzoekt	O	O
2490	het	(431	O
2491	transport	O	O
2492	van	O	O
2493	de	(432	O
2494	stembiljetten	432)|431)	O
2495	veilig	O	O
2496	te	O	O
2497	laten	O	O
2498	verlopen	O	O
2499	naar	O	O
2500	het	(433	O
2501	centrale	O	O
2502	punt	433)	O
2503	.	O	O
2504		O	O
2505	Onbeperkt	O	O
2506	toegang	(434	O
2507	voor	O	O
2508	waarnemers	(429)|(435	O
2509	of	O	O
2510	geïnteresseerden	(436	O
2511	tot	O	O
2512	het	(437	O
2513	telproces	437)|436)|435)|434)	O
2514	.	O	O
2515		O	O
2516	Een	(438	O
2517	tijdige	O	O
2518	start	O	O
2519	van	O	O
2520	het	(439	O
2521	werven	O	O
2522	van	O	O
2523	vrijwilligers	439)|438)|(112)	O
2524	zij	(440)	O
2525	pleit	O	O
2526	ervoor	O	O
2527	nu	O	O
2528	daarmee	O	O
2529	al	O	O
2530	te	O	O
2531	180	O	O
2532	gaan	O	O
2533	starten	O	O
2534	.	O	O
2535	De	(441	O
2536	heer	O	O
2537	Bosch	O	S-PER
2538	(	O	O
2539	PVV	441)|(26)	O
2540	)	O	O
2541	vraagt	O	O
2542	of	O	O
2543	de	(419	O
2544	VVD	419)	O
2545	van	O	O
2546	mening	O	O
2547	is	O	O
2548	dat	O	O
2549	de	(112	O
2550	vrijwilligers	112)	O
2551	opgeleid	O	O
2552	moeten	O	O
2553	zijn	O	O
2554	voor	O	O
2555	wat	O	O
2556	ze	(112)	O
2557	gaan	O	O
2558	doen	O	O
2559	in	O	O
2560	het	O	O
2561	kader	O	O
2562	van	O	O
2563	de	(113	O
2564	CSO	113)	O
2565	.	O	O
2566	Mevrouw	(442	O
2567	Meerding	O	S-PER
2568	(	O	O
2569	VVD	442)|(419)	O
2570	)	O	O
2571	heeft	O	O
2572	zojuist	O	O
2573	het	(443	O
2574	betoog	O	O
2575	van	O	O
2576	de	(441	O
2577	heer	O	O
2578	Bosch	441)|443)	S-PER
2579	gehoord	O	O
2580	.	O	O
2581	Zij	(444)	O
2582	is	O	O
2583	benieuwd	O	O
2584	naar	O	O
2585	de	(446|(445	O
2586	antwoorden	O	O
2587	van	O	O
2588	de	(129	O
2589	burgemeester	129)|445)	O
2590	.	O	O
2591	Mevrouw	(448|(447	O
2592	Schers	O	S-PER
2593	(	O	O
2594	GroenLinks	447)|(9)	O
2595	,	O	O
2596	gastspreker	448)|446)|(449)	O
2597	)	O	O
2598	merkt	O	O
2599	op	O	O
2600	dat	O	O
2601	voor	O	O
2602	haar	(450)|(451	O
2603	fractie	451)	O
2604	het	(453|(452	O
2605	tellen	452)	O
2606	en	O	O
2607	transparantie	453)|(454)	O
2608	daarin	O	O
2609	voorop	O	O
2610	staan	O	O
2611	.	O	O
2612	Wat	O	O
2613	haar	(450)|(451	O
2614	fractie	451)	O
2615	betreft	O	O
2616	kan	O	O
2617	de	(113	O
2618	CSO	113)	O
2619	daaraan	O	O
2620	bijdragen	O	O
2621	door	O	O
2622	onder	O	O
2623	andere	O	O
2624	ervoor	O	O
2625	te	O	O
2626	zorgen	O	O
2627	dat	O	O
2628	er	O	O
2629	minder	(455	O
2630	lange	O	O
2631	dagen	455)	O
2632	gemaakt	O	O
2633	Griffie	(456	O
2634	Gemeenteraad	456)	O
2635	Utrecht	O	O
2636	Verslag	O	O
2637	van	O	O
2638	de	(457	O
2639	openbare	O	O
2640	fysieke	O	O
2641	vergadering	O	O
2642	van	O	O
2643	de	(214	O
2644	Commissie	O	O
2645	Mens	O	O
