	token	coref	ner
1316	berekeningsbijlage	310)|(311)	O
1317	,	O	O
1318	met	O	O
1319	kenmerk	(312)|(313	O
1320	en	O	O
1321	datum	313)|(314)	O
1322	zoals	O	O
1323	opgesomd	O	O
1324	in	O	O
1325	Bijlage	(315	O
1326	II	315)	O
1327	.	O	O
1328	12	(316)	O
1329	.	O	O
1330	De	(317	O
1331	te	O	O
1332	graven	O	O
1333	watergangen	317)	O
1334	,	O	O
1335	hebben	O	O
1336	een	(319|(318	O
1337	totale	O	O
1338	oppervlakte	O	O
1339	in	O	O
1340	peilvak	(320	O
1341	A	(321)	O
1342	van	O	O
1343	4210	(322	O
1344	M2	322)|320)|318)	O
1345	,	O	O
1346	peilvak	(323	O
1347	B	O	O
1348	van	O	O
1349	37320	(324	O
1350	m2	324)|323)	O
1351	en	O	O
1352	peilvak	(325	O
1353	C	(326)	O
1354	van	O	O
1355	4070	(327	O
1356	M2.	O	O
1357	13	327)|325)|319)|(328)	O
1358	.	O	O
1359	De	(329	O
1360	te	O	O
1361	graven	O	O
1362	watergangen	329)	O
1363	,	O	O
1364	hebben	O	O
1365	een	(330	O
1366	totale	O	O
1367	oppervlakte	O	O
1368	5309	(331	O
1369	M2	331)|330)	O
1370	,	O	O
1371	dit	(332)	O
1372	geldt	O	O
1373	als	O	O
1374	compensatie	(333	O
1375	voor	O	O
1376	de	(334	O
1377	verharding	O	O
1378	die	O	O
1379	erbij	O	O
1380	is	O	O
1381	gekomen	334)|333)	O
1382	.	O	O
1383	14	(335)	O
1384	.	O	O
1385	De	(301	O
1386	watergangen	301)	O
1387	voldoen	O	O
1388	aan	O	O
1389	de	(336	O
1390	hieronder	O	O
1391	aangegeven	O	O
1392	minimale	O	O
1393	afmetingen	336)	O
1394	:	O	O
1395	-	O	O
1396	breedte	O	O
1397	gemeten	O	O
1398	op	O	O
1399	waterlijn	(337)	O
1400	bij	O	O
1401	winterpeil	(338)	O
1402	:	O	O
1403	variabel	(339)	O
1404	-	O	O
1405	diepte	(340	O
1406	beneden	O	O
1407	het	(341	O
1408	winterpeil	341)|340)	O
1409	:	O	O
1410	1,10	(342	O
1411	meter	O	O
1412	van	O	O
1413	de	(343	O
1414	primaire	O	O
1415	watergang	343)|342)	O
1416	de	(344	O
1417	rest	344)	O
1418	0,60	(345	O
1419	meter	345)	O
1420	-	O	O
1421	bodembreedte	(346)	O
1422	:	O	O
1423	minimaal	(347	O
1424	0,50	O	O
1425	meter	347)	O
1426	-	O	O
1427	taluds	(348)	O
1428	:	O	O
1429	1	O	O
1430	De	(349	O
1431	te	O	O
1432	graven	O	O
1433	watergangen	349)	O
1434	,	O	O
1435	hebben	O	O
1436	een	(351|(350	O
1437	totale	O	O
1438	oppervlakte	O	O
1439	in	O	O
1440	peilvak	(352	O
1441	A	(353)	O
1442	van	O	O
1443	4210	(354	O
1444	M2	354)|352)|350)	O
1445	,	O	O
1446	peilvak	(355	O
1447	B	O	O
1448	van	O	O
1449	37320	(356	O
1450	m2	356)|355)	O
1451	en	O	O
1452	peilvak	(357	O
1453	C	(358)	O
1454	van	O	O
1455	4070	(359	O
1456	M2.	O	O
1457	13	359)|357)|351)|(360)	O
1458	.	O	O
1459	De	(361	O
1460	te	O	O
1461	graven	O	O
1462	watergangen	361)	O
1463	,	O	O
1464	hebben	O	O
1465	een	(362	O
1466	totale	O	O
1467	oppervlakte	O	O
1468	5309	(363	O
1469	M2	363)|362)	O
1470	,	O	O
1471	dit	(364)	O
1472	geldt	O	O
1473	als	O	O
1474	compensatie	(365	O
1475	voor	O	O
1476	de	(366	O
1477	verharding	O	O
1478	die	O	O
1479	erbij	O	O
1480	is	O	O
1481	gekomen	366)|365)	O
1482	.	O	O
1483	14	(367)	O
1484	.	O	O
1485	De	(301	O
1486	watergangen	301)	O
1487	voldoen	O	O
1488	aan	O	O
1489	de	(368	O
1490	hieronder	O	O
1491	aangegeven	O	O
1492	minimale	O	O
1493	afmetingen	368)	O
1494	:	O	O
1495	-	O	O
1496	breedte	(369	O
1497	gemeten	O	O
1498	op	O	O
1499	waterlijn	(370)	O
1500	bij	O	O
1501	winterpeil	369)|(371)	O
1502	:	O	O
1503	variabel	(372)	O
1504	-	O	O
1505	diepte	(373	O
1506	beneden	O	O
1507	het	(371	O
1508	winterpeil	371)|373)	O
1509	:	O	O
1510	1,10	(374	O
1511	meter	O	O
1512	van	O	O
1513	de	(375	O
1514	primaire	O	O
1515	watergang	375)|374)	O
1516	de	(376	O
1517	rest	O	O
1518	0,60	O	O
1519	meter	376)	O
1520	-	O	O
1521	bodembreedte	(377)	O
1522	:	O	O
1523	minimaal	(378	O
1524	0,50	O	O
1525	meter	378)	O
1526	-	O	O
1527	taluds	O	O
1528	:	O	O
1529	1	O	O
1530	:	O	O
1531	1,5	(379)	O
1532	-	O	O
1533	het	(371	O
1534	winterpeil	371)	O
1535	is	O	O
1536	:	O	O
1537	peilgebied	(380	O
1538	A	380)	O
1539	,	O	O
1540	N.A.P.	O	O
1541	minus	O	O
1542	1,90	O	O
1543	meter	O	O
1544	peilgebied	O	O
1545	B	O	O
1546	,	O	O
1547	N.A.P.	(381	O
1548	minus	O	O
1549	2,00	(382	O
1550	meter	382)|381)	O
1551	en	O	O
1552	peilvak	(383	O
1553	C	383)|(384)	O
1554	,	O	O
1555	N.A.P.minus	(385	O
1556	1,75	O	O
1557	meter	385)	O
1558	.	O	O
1559	15	(386)	O
1560	.	O	O
1561	Het	(387	O
1562	te	O	O
1563	vergraven	O	O
1564	gedeelte	387)	O
1565	staat	O	O
1566	in	O	O
1567	open	(388	O
1568	verbinding	O	O
1569	met	O	O
1570	het	(389	O
1571	oppervlaktewater	389)|388)	O
1572	.	O	O
1573	16	(390)	O
1574	.	O	O
1575	Als	O	O
1576	het	(391	O
1577	profiel	O	O
1578	van	O	O
1579	de	(301	O
1580	watergangen	301)|391)	O
1581	dreigt	O	O
1582	te	O	O
1583	veranderen	O	O
1584	,	O	O
1585	worden	O	O
1586	bodem(	(393|(392	O
1587	s	392)	O
1588	)	O	O
1589	en	O	O
1590	taluds	393)|(394)	O
1591	hier	O	O
1592	afdoende	O	O
1593	tegen	O	O
1594	beschermd	O	O
1595	.	O	O
1596	Dit	(395)	O
1597	kan	O	O
1598	onder	O	O
1599	meer	O	O
1600	door	O	O
1601	het	(397|(396	O
1602	aanbrengen	O	O
1603	van	O	O
1604	klei-	(398	O
1605	inzettingen	398)|396)	O
1606	of	O	O
1607	een	O	O
1608	technische	O	O
1609	constructie	O	O
1610	zoals	O	O
1611	een	(399	O
1612	beschoeiing	399)	O
1613	(	O	O
1614	voor	O	O
1615	het	(400	O
1616	aanbrengen	O	O
1617	van	O	O
1618	een	(401	O
1619	constructie	401)|400)	O
1620	is	O	O
1621	een	(402	O
1622	vergunning	O	O
1623	van	O	O
1624	het	(50	O
1625	waterschap	50)|402)	O
1626	vereist	397)	O
1627	)	O	O
1628	.	O	O
1629	Duikers	(403	O
1630	17	403)|(404)	O
1631	.	O	O
1632	De	(405	O
1633	werkzaamheden	405)	O
1634	worden	O	O
1635	uitgevoerd	O	O
1636	zoals	O	O
1637	is	O	O
1638	aangegeven	O	O
1639	op	O	O
1640	de	(406	O
1641	bijgevoegde	O	O
1642	gewaarmerkte	O	O
1643	tekeningen	406)	O
1644	,	O	O
1645	met	O	O
1646	kenmerk	(407)|(408	O
1647	en	O	O
1648	datum	408)|(409)	O
1649	zoals	O	O
1650	opgesomd	O	O
1651	in	O	O
1652	Bijlage	(410	O
1653	II	(411)	O
1654	.	O	O
1655	18	410)|(412)	O
1656	.	O	O
1657	Voordat	O	O
1658	de	(413	O
1659	duiker	413)	O
1660	wordt	O	O
1661	aangelegd	O	O
1662	,	O	O
1663	wordt	O	O
1664	het	(414	O
1665	betreffende	O	O
1666	deel	O	O
1667	van	O	O
1668	de	(415	O
1669	watergang	415)|414)	O
1670	vrijgemaakt	O	O
1671	van	O	O
1672	aanwezige	(417|(416	O
1673	bagger	416)	O
1674	en	O	O
1675	begroeiing	417)	O
1676	.	O	O
1677	19	O	O
1678	.	O	O
1679	De	(418	O
1680	afwatering	O	O
1681	van	O	O
1682	de	(419	O
1683	weg	419)|418)	O
1684	wordt	O	O
1685	niet	O	O
1686	belemmerd	O	O
1687	.	O	O
1688	Keurvergunning	O	O
1689	d.d.	O	O
1690	2	(420	O
1691	november	O	O
1692	2007	420)	O
1693	nr.	O	O
1694	181170	O	O
1695	5	O	O
1696	20	(421)	O
1697	.	O	O
1698	Er	O	O
1699	worden	O	O
1700	duikers	(422	O
1701	met	O	O
1702	een	(423	O
1703	inwendige	O	O
1704	diameter	O	O
1705	van	O	O
1706	0,600	(424)|(425	O
1707	,	O	O
1708	0,800	(426)	O
1709	en	O	O
1710	1,500	(427)	O
1711	meter	425)|423)|422)	O
1712	toegepast	O	O
1713	om	O	O
1714	het	(428	O
1715	water	O	O
1716	in	O	O
1717	de	(429	O
1718	diverse	O	O
1719	sloten	429)|428)	O
1720	met	O	O
1721	elkaar	(430)	O
1722	in	O	O
1723	verbinding	(431)	O
1724	te	O	O
1725	stellen	O	O
1726	.	O	O
1727	21	O	O
1728	.	O	O
1729	De	(413	O
1730	duiker	413)	O
1731	wordt	O	O
1732	gelegd	O	O
1733	met	O	O
1734	0,10	(432)|(433	O
1735	en	O	O
1736	0,15	(434)	O
1737	en	O	O
1738	0,30	(435)	O
1739	meter	O	O
1740	lucht	433)|(436)	O
1741	ten	O	O
1742	opzichte	O	O
1743	van	O	O
1744	het	(437	O
1745	hoogwaterpeil	437)	O
1746	.	O	O
1747	22	(438)	O
1748	.	O	O
1749	De	(413	O
1750	duikereinden	413)	O
1751	steken	O	O
1752	aan	O	O
1753	weerszijden	O	O
1754	0,50	(439	O
1755	meter	439)	O
1756	buiten	O	O
1757	het	(440	O
1758	grondlichaam	440)	O
1759	of	O	O
1760	krijgen	O	O
1761	een	(441	O
1762	zodanige	O	O
1763	opsluiting	441)	O
1764	,	O	O
1765	dat	O	O
1766	er	O	O
1767	geen	(442	O
1768	uitspoeling	442)	O
1769	naast	O	O
1770	en	O	O
1771	onder	O	O
1772	de	(413	O
1773	duiker	413)	O
1774	kan	O	O
1775	ontstaan	O	O
1776	.	O	O
1777	23	(443)	O
1778	.	O	O
1779	De	(444	O
1780	duikers	444)	O
1781	hebben	O	O
1782	een	(445	O
1783	variabele	O	O
1784	lengte	445)	O
1785	en	O	O
1786	worden	O	O
1787	zodanig	O	O
1788	gefundeerd	O	O
1789	dat	O	O
1790	er	O	O
1791	geen	(447|(446	O
1792	verzakkingen	446)	O
1793	en/of	O	O
1794	zettingen	447)	O
1795	van	O	O
1796	de	O	O
1797	buizen	O	O
1798	optreden	O	O
1799	.	O	O
1800	24	(448)	O
1801	.	O	O
1802	Ter	O	O
1803	plaatse	(449	O
1804	van	O	O
1805	de	(450	O
1806	aansluiting	O	O
1807	op	O	O
1808	de	(413	O
1809	bestaande	O	O
1810	duiker	413)|450)|449)	O
1811	wordt	O	O
1812	een	(451	O
1813	inspectieput	451)	O
1814	aangebracht	O	O
1815	.	O	O
1816	25	(452)	O
1817	.	O	O
1818	De	(453	O
1819	duikers	453)	O
1820	worden	O	O
1821	voorzien	O	O
1822	van	O	O
1823	een	(454	O
1824	deugdelijke	O	O
1825	in-	O	O
1826	en	O	O
1827	uitstroomvoorziening	454)	O
1828	.	O	O
1829	26	(455)	O
1830	.	O	O
1831	De	(456	O
1832	duikers	456)	O
1833	worden	O	O
1834	steeds	O	O
1835	schoon	O	O
1836	en	O	O
1837	open	O	O
1838	gehouden	O	O
1839	en	O	O
1840	de	(457	O
1841	aan	O	O
1842	weerszijden	(458)	O
1843	gelegen	O	O
1844	gedeelten	O	O
1845	watergang	457)	O
1846	worden	O	O
1847	op	O	O
1848	een	(459	O
1849	zodanige	O	O
1850	diepte	459)	O
1851	gebracht	O	O
1852	en	O	O
1853	gehouden	O	O
1854	dat	O	O
1855	de	(444	O
1856	duikers	444)	O
1857	over	O	O
1858	het	(460	O
1859	gehele	O	O
1860	doorstroomprofiel	460)	O
1861	dienst	O	O
1862	kunnen	O	O
1863	doen	O	O
1864	.	O	O
1865	27	(461)	O
1866	.	O	O
1867	Als	O	O
1868	de	(456	O
1869	duikers	456)	O
1870	niet	O	O
1871	meer	O	O
1872	worden	O	O
1873	gebruikt	O	O
1874	,	O	O
1875	worden	O	O
1876	deze	(456)	O
1877	verwijderd	O	O
1878	,	O	O
1879	zodanig	O	O
1880	dat	O	O
1881	de	(462	O
1882	oorspronkelijke	O	O
1883	profielen	O	O
1884	van	O	O
1885	de	(301	O
1886	watergangen	301)|462)	O
1887	worden	O	O
1888	hersteld	O	O
1889	.	O	O
1890	HOOFDSTUK	(463)	O
1891	5	(464)	O
1892	.	O	O
1893	Algemene	(465	O
1894	voorschriften	465)	O
1895	1	(466)	O
1896	de	O	O
1897	buizen	O	O
1898	optreden	O	O
1899	.	O	O
1900	24	O	O
1901	.	O	O
1902	Ter	O	O
1903	plaatse	(467	O
1904	van	O	O
1905	de	(468	O
1906	aansluiting	O	O
1907	op	O	O
1908	de	(413	O
1909	bestaande	O	O
1910	duiker	413)|468)|467)	O
1911	wordt	O	O
1912	een	(469	O
1913	inspectieput	469)	O
1914	aangebracht	O	O
1915	.	O	O
1916	25	(470)	O
1917	.	O	O
1918	De	(456	O
1919	duikers	456)	O
1920	worden	O	O
1921	voorzien	O	O
1922	van	O	O
1923	een	(472|(471	O
1924	deugdelijke	O	O
1925	in-	471)	O
1926	en	O	O
1927	uitstroomvoorziening	472)	O
1928	.	O	O
1929	26	(473)	O
1930	.	O	O
1931	De	(456	O
1932	duikers	456)	O
1933	worden	O	O
1934	steeds	O	O
1935	schoon	O	O
1936	en	O	O
1937	open	O	O
1938	gehouden	O	O
1939	en	O	O
1940	de	(474	O
1941	aan	O	O
1942	weerszijden	(475)	O
1943	gelegen	O	O
1944	gedeelten	O	O
1945	watergang	474)	O
1946	worden	O	O
1947	op	O	O
1948	een	(476	O
1949	zodanige	O	O
1950	diepte	476)	O
1951	gebracht	O	O
1952	en	O	O
1953	gehouden	O	O
1954	dat	O	O
1955	de	(477|(456	O
1956	duikers	456)	O
1957	over	O	O
1958	het	(478	O
1959	gehele	O	O
1960	doorstroomprofiel	478)|477)	O
1961	dienst	O	O
1962	kunnen	O	O
1963	doen	O	O
1964	.	O	O
1965	27	(479)	O
1966	.	O	O
1967	Als	O	O
1968	de	(456	O
1969	duikers	456)	O
1970	niet	O	O
1971	meer	O	O
1972	worden	O	O
1973	gebruikt	O	O
1974	,	O	O
1975	worden	O	O
1976	deze	(456)	O
1977	verwijderd	O	O
1978	,	O	O
1979	zodanig	O	O
1980	dat	O	O
1981	de	(480	O
1982	oorspronkelijke	O	O
1983	profielen	O	O
1984	van	O	O
1985	de	(301	O
1986	watergangen	301)|480)	O
1987	worden	O	O
1988	hersteld	O	O
1989	.	O	O
1990	HOOFDSTUK	(481)	O
1991	5	(482)	O
1992	.	O	O
1993	Algemene	(483	O
1994	voorschriften	483)	O
1995	1	(484)	O
1996	.	O	O
1997	In	O	O
1998	deze	(485	O
1999	voorschriften	485)	O
2000	wordt	O	O
2001	verstaan	O	O
2002	onder	O	O
2003	:	O	O
2004	-	O	O
2005	vergunninghouder	(486)	O
2006	:	O	O
2007	de	(487	O
2008	aanvrager	O	O
2009	en	O	O
2010	verkrijger	O	O
2011	van	O	O
2012	de	(96	O
2013	vergunning	96)	O
2014	,	O	O
2015	daaronder	O	O
2016	begrepen	O	O
2017	diens	(488	O
2018	rechtverkrijgenden	488)|487)|(489)	O
2019	-	O	O
2020	het	(490	O
2021	waterschap	490)	O
2022	:	O	O
2023	het	(491	O
2024	Hoogheemraadschap	O	O
2025	De	O	O
2026	Stichtse	O	O
2027	Rijnlanden	491)	O
2028	-	O	O
2029	waterstaatswerk	(492)|(493	O
2030	:	O	O
2031	een	(495|(494	O
2032	waterkering	494)	O
2033	,	O	O
2034	watergang	(496)	O
2035	of	O	O
2036	kunstwerk	495)|493)|(497)	O
2037	-	O	O
2038	de	(498	O
2039	werken	498)	O
2040	:	O	O
2041	de	(501|(500|(499	O
2042	werken	499)	O
2043	of	O	O
2044	het	(503|(502	O
2045	werk	502)	O
2046	en	O	O
2047	al	(504	O
2048	wat	O	O
2049	daartoe	O	O
2050	behoort	504)|503)|500)	O
2051	,	O	O
2052	hulpwerken	(505)	O
2053	en	O	O
2054	dergelijke	(506	O
2055	daaronder	O	O
2056	begrepen	O	O
2057	,	O	O
2058	waarvoor	O	O
2059	de	(96	O
2060	vergunning	96)	O
2061	wordt	O	O
2062	verleend	506)|501)	O
2063	.	O	O
2064	2	O	O
2065	.	O	O
2066	Vergunninghouder	(507)	O
2067	dient	O	O
2068	de	(508	O
2069	werken	508)	O
2070	uit	O	O
2071	te	O	O
2072	voeren	O	O
2073	overeenkomstig	O	O
2074	de	(509	O
2075	bij	O	O
2076	dit	(510	O
2077	besluit	510)	O
2078	behorende	O	O
2079	tekeningen	509)	O
2080	,	O	O
2081	tenzij	O	O
2082	de	(511	O
2083	overige	O	O
2084	voorschriften	511)	O
2085	iets	(512)	O
2086	anders	O	O
2087	bepalen	O	O
2088	.	O	O
2089	Genoemde	(513	O
2090	tekeningen	513)	O
2091	zijn	O	O
2092	voorzien	O	O
2093	van	O	O
2094	hetzelfde	(514	O
2095	nummer	O	O
2096	als	O	O
2097	deze	(96	O
2098	vergunning	96)|514)	O
2099	.	O	O
2100	Indien	O	O
2101	van	O	O
2102	toepassing	(515)	O
2103	worden	O	O
2104	afwijkingen	(516	O
2105	op	O	O
2106	de	(517	O
2107	tekening	517)|516)	O
2108	vermeld	O	O
2109	met	O	O
2110	een	(518	O
2111	verwijzing	O	O
2112	naar	O	O
2113	het	(519	O
2114	betreffende	O	O
2115	voorschrift	519)|518)	O
2116	.	O	O
2117	3.	O	O
2118	Vergunninghouder	(520)	O
2119	stelt	O	O
2120	het	(490	O
2121	waterschap	490)	O
2122	tenminste	(521	O
2123	3	O	O
2124	werkdagen	O	O
2125	voor	O	O
2126	de	(523|(522	O
2127	uitvoering	O	O
2128	van	O	O
2129	de	(524	O
2130	werken	524)|522)	O
2131	,	O	O
2132	danwel	O	O
2133	het	(525	O
2134	verrichten	O	O
2135	van	O	O
2136	onderhoudswerkzaamheden	525)|523)|521)|(526)	O
2137	,	O	O
2138	in	O	O
2139	kennis	O	O
2140	van	O	O
2141	de	(527	O
2142	start	O	O
2143	van	O	O
2144	deze	(528	O
2145	werkzaamheden	528)|527)	O
2146	.	O	O
2147	Dit	(529)	O
2148	gebeurt	O	O
2149	door	O	O
2150	middel	O	O
2151	van	O	O
2152	het	(530	O
2153	insturen	O	O
2154	of	O	O
2155	faxen	O	O
2156	van	O	O
2157	het	(531	O
2158	bijgevoegde	O	O
2159	meldingsformulier	531)|530)	O
2160	.	O	O
2161	4.	(532	O
2162	Vergunninghouder	532)|(533)	O
2163	mag	O	O
2164	bij	O	O
2165	het	(534	O
2166	uitvoeren	O	O
2167	van	O	O
2168	de	(33	O
2169	werkzaamheden	33)|534)	O
2170	de	(535	O
2171	stabiliteit	O	O
2172	van	O	O
2173	het	(536	O
2174	waterstaatswerk	536)|535)	O
2175	niet	O	O
2176	nadelig	O	O
2177	beïnvloeden	O	O
2178	.	O	O
2179	5	O	O
2180	.	O	O
2181	Vergunninghouder	(59)	O
2182	mag	O	O
2183	bij	O	O
2184	het	(537	O
2185	uitvoeren	O	O
2186	van	O	O
2187	de	(524	O
2188	werken	524)|537)	O
2189	de	(538	O
2190	waterhuishouding	O	O
2191	in	O	O
2192	het	(539	O
2193	betrokken	O	O
2194	beheersgebied	O	O
2195	van	O	O
2196	het	(490	O
2197	waterschap	490)|539)|538)	O
2198	niet	O	O
2199	belemmeren	O	O
2200	of	O	O
2201	verstoren	O	O
2202	.	O	O
2203	6.	O	O
2204	Vergunninghouder	(59)	O
2205	moet	O	O
2206	alle	(540	O
2207	uit	O	O
2208	de	(541	O
2209	voorschriften	541)	O
2210	voortvloeiende	O	O
2211	verplichtingen	O	O
2212	en	O	O
2213	alle	(542	O
2214	door	O	O
2215	of	O	O
2216	vanwege	O	O
2217	het	(490	O
2218	waterschap	490)	O
2219	met	O	O
2220	betrekking	O	O
2221	tot	O	O
2222	de	(543	O
2223	werken	O	O
2224	in	O	O
2225	het	(544	O
2226	belang	O	O
2227	van	O	O
2228	de	(545	O
2229	waterstaat	545)|544)|543)|542)|540)	O
2230	te	O	O
2231	geven	O	O
2232	nadere	(547|(546	O
2233	aanwijzingen	546)	O
2234	en	O	O
2235	voorschriften	547)	O
2236	,	O	O
2237	stipt	O	O
2238	en	O	O
2239	onmiddellijk	O	O
2240	opvolgen	O	O
2241	.	O	O
2242	Eventuele	(549|(548	O
2243	kosten	548)	O
2244	hiervoor	549)	O
2245	zijn	O	O
2246	voor	O	O
2247	rekening	(550	O
2248	van	O	O
2249	vergunninghouder	550)|(551)	O
2250	.	O	O
2251	7.	(552	O
2252	Vergunninghouder	552)|(59)	O
2253	moet	O	O
2254	alle	O	O
2255	beschadigingen	O	O
2256	ontstaan	O	O
2257	als	O	O
2258	gevolg	O	O
2259	van	O	O
2260	het	(554|(553	O
2261	maken	553)	O
2262	,	O	O
2263	aanwezig	O	O
2264	zijn	O	O
2265	,	O	O
2266	gebruiken	O	O
2267	,	O	O
2268	onderhouden	O	O
2269	enzovoorts	554)	O
2270	,	O	O
2271	van	O	O
2272	de	(555	O
2273	werken	O	O
2274	aan	O	O
2275	of	O	O
2276	in	O	O
2277	de	(556	O
2278	beschermingszones	O	O
2279	van	O	O
2280	een	(536	O
2281	waterstaatswerk	536)|556)|555)	O
2282	direct	O	O
2283	herstellen	O	O
2284	en/of	O	O
2285	aanvullen	O	O
2286	,	O	O
2287	Keurvergunning	(557	O
2288	d.d.	O	O
2289	2	(558	O
2290	november	O	O
2291	2007	558)	O
2292	nr.	O	O
2293	181170	O	O
2294	6	(559)	O
2295	overeenkomstig	O	O
2296	de	(561|(560	O
2297	door	O	O
2298	het	(490	O
2299	waterschap	490)	O
2300	eventueel	O	O
2301	gegeven	O	O
2302	aanwijzingen	560)	O
2303	en	O	O
2304	voorschriften	561)|557)	O
2305	.	O	O
2306	8.	(562	O
2307	Vergunninghouder	562)|(59)	O
2308	moet	O	O
2309	de	(563	O
2310	werken	563)	O
2311	steeds	O	O
2312	in	O	O
2313	goede	(564	O
2314	staat	564)	O
2315	onderhouden	O	O
2316	.	O	O
2317	9	(565)	O
2318	.	O	O
2319	Wanneer	O	O
2320	in	O	O
2321	het	(566	O
2322	belang	O	O
2323	van	O	O
2324	de	(545	O
2325	waterstaat	545)|566)	O
2326	de	(567	O
2327	werken	567)	O
2328	moeten	O	O
2329	worden	O	O
2330	opgeruimd	O	O
2331	,	O	O
2332	verplaatst	O	O
2333	of	O	O
2334	gewijzigd	O	O
2335	,	O	O
2336	doet	O	O
2337	vergunninghouder	(59)	O
2338	dit	(568)	O
2339	op	O	O
2340	eerste	(569	O
2341	aanschrijving	O	O
2342	van	O	O
2343	het	(490	O
2344	waterschap	490)|569)	O
2345	,	O	O
2346	binnen	O	O
2347	de	O	O
2348	daarbij	O	O
2349	gestelde	O	O
2350	termijn	O	O
2351	en	O	O
2352	overeenkomstig	O	O
2353	de	(571|(570	O
2354	alsdan	O	O
2355	te	O	O
2356	geven	O	O
2357	aanwijzingen	570)	O
2358	en	O	O
2359	voorschriften	571)	O
2360	.	O	O
2361	Indien	O	O
2362	mogelijk	O	O
2363	,	O	O
2364	treedt	O	O
2365	het	(490	O
2366	waterschap	490)	O
2367	eerst	O	O
2368	met	O	O
2369	vergunninghouder	(59)	O
2370	in	O	O
2371	overleg	(572)	O
2372	,	O	O
2373	voordat	O	O
2374	vergunninghouder	(59)	O
2375	wordt	O	O
2376	aangeschreven	O	O
2377	.	O	O
2378	10	O	O
2379	.	O	O
2380	Indien	O	O
2381	vergunninghouder	(59)	O
2382	binnen	O	O
2383	12	(573	O
2384	maanden	573)	O
2385	na	O	O
2386	het	(574	O
2387	onherroepelijk	O	O
2388	worden	O	O
2389	van	O	O
2390	de	(96	O
2391	vergunning	96)|574)	O
2392	,	O	O
2393	hiervan	O	O
2394	geen	(575	O
2395	gebruik	575)	O
2396	maakt	O	O
2397	,	O	O
2398	vervalt	O	O
2399	de	(96	O
2400	vergunning	96)	O
2401	automatisch	O	O
2402	.	O	O
2403	HOOFDSTUK	O	O
2404	6	(576)	O
2405	.	O	O
2406	AFSCHRIFTEN	(577	O
2407	Afschriften	(578	O
2408	van	O	O
2409	dit	(579	O
2410	besluit	579)|578)|577)	O
2411	zijn	O	O
2412	verzonden	O	O
2413	aan	O	O
2414	:	O	O
2415	-	O	O
2416	MNO	(13)	O
2417	,	O	O
2418	de	(580	O
2419	heer	O	O
2420	K.	O	O
2421	Leunge	580)	B-PER
2422	,	O	E-PER
2423	Postbus	(581	O
2424	185	581)	O
2425	,	O	O
2426	2150	O	O
2427	AD	O	O
2428	Nieuw-Vennep	O	O
2429	-	O	O
2430	Provincie	O	O
2431	Utrecht	O	O
2432	,	O	O
2433	R.E.R	(582)	O
2434	.	O	O
2435	,	O	O
2436	Sector	(584|(583	O
2437	Ecologisch	O	O
2438	Onderzoek	583)	O
2439	en	O	O
2440	Groene	O	O
2441	Regelgeving	584)	O
2442	,	O	O
2443	de	(585	O
2444	heer	O	O
2445	J.P.J.	O	O
2446	Ceton	585)	B-PER
2447	de	O	E-PER
2448	daarbij	O	O
2449	gestelde	O	O
2450	termijn	O	O
2451	en	O	O
2452	overeenkomstig	O	O
2453	de	(587|(586	O
2454	alsdan	O	O
2455	te	O	O
2456	geven	O	O
2457	aanwijzingen	586)	O
2458	en	O	O
2459	voorschriften	587)	O
2460	.	O	O
2461	Indien	O	O
2462	mogelijk	O	O
2463	,	O	O
2464	treedt	O	O
2465	het	(490	O
2466	waterschap	490)	O
2467	eerst	O	O
2468	met	O	O
2469	vergunninghouder	(59)	O
2470	in	O	O
2471	overleg	(588)	O
2472	,	O	O
2473	voordat	O	O
2474	vergunninghouder	(59)	O
2475	wordt	O	O
2476	aangeschreven	O	O
2477	.	O	O
2478	10	(589)	O
2479	.	O	O
2480	Indien	O	O
2481	vergunninghouder	(59)	O
2482	binnen	O	O
2483	12	(590	O
2484	maanden	590)	O
2485	na	O	O
2486	het	(591	O
2487	onherroepelijk	O	O
2488	worden	O	O
2489	van	O	O
2490	de	(96	O
2491	vergunning	96)|591)	O
2492	,	O	O
2493	hiervan	O	O
2494	geen	(592	O
2495	gebruik	592)	O
2496	maakt	O	O
2497	,	O	O
2498	vervalt	O	O
2499	de	(96	O
2500	vergunning	96)	O
2501	automatisch	O	O
2502	.	O	O
2503	HOOFDSTUK	O	O
2504	6	(593)	O
2505	.	O	O
2506	AFSCHRIFTEN	(594	O
2507	Afschriften	(595	O
2508	van	O	O
2509	dit	(596	O
2510	besluit	596)|595)|594)	O
2511	zijn	O	O
2512	verzonden	O	O
2513	aan	O	O
2514	:	O	O
2515	-	O	O
2516	MNO	O	O
2517	,	O	O
2518	de	(597	O
2519	heer	O	O
2520	K.	O	O
2521	Leunge	597)	B-PER
2522	,	O	E-PER
2523	Postbus	(598	O
2524	185	598)|(599)	O
2525	,	O	O
2526	2150	O	O
2527	AD	O	O
2528	Nieuw-Vennep	O	O
2529	-	O	O
2530	Provincie	(600	O
2531	Utrecht	600)	O
2532	,	O	O
2533	R.E.R	(601)	O
2534	.	O	O
2535	,	O	O
2536	Sector	(602	O
2537	Ecologisch	O	O
2538	Onderzoek	O	O
2539	en	O	O
2540	Groene	O	O
2541	Regelgeving	602)	O
2542	,	O	O
2543	de	(604|(603	O
2544	heer	O	O
2545	J.P.J.	O	O
