	token	coref	ner
1313	organisaties	318)|324)|323)	O
1314	slechts	O	O
1315	met	O	O
1316	parlementaire	(325	O
1317	betrokkenheid	325)	O
1318	worden	O	O
1319	vastgesteld	O	O
1320	.	O	O
1321	Met	O	O
1322	name	(326	O
1323	de	O	O
1324	semi-rechterlijke	O	O
1325	taak	O	O
1326	van	O	O
1327	het	(20	O
1328	IMG	20)|326)	O
1329	verdraagt	O	O
1330	zich	(327)	O
1331	niet	O	O
1332	met	O	O
1333	de	(328	O
1334	bevoegdheid	O	O
1335	van	O	O
1336	de	(259	O
1337	minister	259)	O
1338	via	O	O
1339	beleidsregels	(329)	O
1340	in	O	O
1341	te	O	O
1342	grijpen	O	O
1343	in	O	O
1344	de	(330	O
1345	taakuitoefening	O	O
1346	door	O	O
1347	het	(20	O
1348	IMG	20)|330)|328)	O
1349	(	O	O
1350	zie	O	O
1351	het	(331	O
1352	huidige	O	O
1353	artikel	O	O
1354	9	331)|(332)	O
1355	)	O	O
1356	.	O	O
1357	”	(333	O
1358	Voorstel	(334	O
1359	van	O	O
1360	het	(74	O
1361	Gasberaad	74)	O
1362	voor	O	O
1363	een	(335	O
1364	amendement	335)|334)|333)	O
1365	Ik	(336)	O
1366	vraag	O	O
1367	tenslotte	O	O
1368	aandacht	(337)	O
1369	voor	O	O
1370	het	(338	O
1371	voorstel	O	O
1372	voor	O	O
1373	een	(339	O
1374	amendement	O	O
1375	van	O	O
1376	het	(74	O
1377	Groninger	O	O
1378	Gasberaad	74)	O
1379	in	O	O
1380	zijn	(340)|(342|(341	O
1381	genoemde	O	O
1382	reactie	O	O
1383	over	O	O
1384	de	O	O
1385	mogelijkheid	O	O
1386	van	O	O
1387	meer	(343	O
1388	duurzaam	O	O
1389	herstel	343)|341)	O
1390	(	O	O
1391	zie	O	O
1392	het	(345|(344	O
1393	amendement	O	O
1394	4x1	344)|(346)	O
1395	)	O	O
1396	,	O	O
1397	p.	(347	O
1398	10-11	347)|345)|342)|339)|338)|(348)	O
1399	)	O	O
1400	.	O	O
1401	Het	(349	O
1402	voorstel	349)	O
1403	schept	O	O
1404	een	(351|(350	O
1405	nieuwe	O	O
1406	procesgang	O	O
1407	die	O	O
1408	moet	O	O
1409	uitmonden	O	O
1410	in	O	O
1411	een	(352	O
1412	plan	O	O
1413	van	O	O
1414	aanpak	(353	O
1415	van	O	O
1416	IMG	(354)|(355	O
1417	en	O	O
1418	NCG	355)|353)|(356)	O
1419	voor	O	O
1420	versterking	(357)|(358	O
1421	en	O	O
1422	schadeherstel	358)|352)|350)|(359)	O
1423	.	O	O
1424	Zoals	O	O
1425	het	(74	O
1426	Groninger	O	O
1427	Gasberaad	74)	O
1428	aangeeft	351)	O
1429	betreft	O	O
1430	het	(360)	O
1431	een	(361	O
1432	uitgebreid	O	O
1433	amendement	O	O
1434	waarin	O	O
1435	een	(362	O
1436	groot	O	O
1437	aantal	O	O
1438	artikelen	(363)	O
1439	uit	O	O
1440	het	(13	O
1441	wetsvoorstel	13)|362)	O
1442	moet	O	O
1443	worden	O	O
1444	aangepast	O	O
1445	of	O	O
1446	herschreven	361)	O
1447	.	O	O
1448	Ik	(364)	O
1449	denk	O	O
1450	dat	O	O
1451	het	(365)	O
1452	goed	O	O
1453	zou	O	O
1454	zijn	O	O
1455	als	O	O
1456	IMG	(20)|(355	O
1457	en	O	O
1458	NCG	355)|(356)	O
1459	de	(366	O
1460	gelegenheid	O	O
1461	wordt	O	O
1462	geboden	O	O
1463	de	(367	O
1464	uitvoeringsconsequenties	O	O
1465	van	O	O
1466	het	(13	O
1467	voorstel	13)|367)	O
1468	in	O	O
1469	kaart	O	O
1470	te	O	O
1471	brengen	366)	O
1472	,	O	O
1473	zodat	O	O
1474	de	(368	O
1475	Kamer	368)	O
1476	de	(369	O
1477	uitkomst	O	O
1478	daarvan	369)	O
1479	kan	O	O
1480	betrekken	O	O
1481	bij	O	O
1482	haar	(368)|(370	O
1483	beraadslaging	370)	O
1484	.	O	O
1485	Een	(371	O
1486	afschrift	O	O
1487	van	O	O
1488	deze	(372	O
1489	brief	372)|371)	O
1490	verstuur	O	O
1491	ik	(373)	O
1492	aan	O	O
1493	de	(376|(375|(374	O
1494	leden	O	O
1495	van	O	O
1496	de	(377	O
1497	vaste	O	O
1498	Kamercommissie	O	O
1499	voor	O	O
1500	Economische	(378	O
1501	Zaken	378)|377)|374)	O
1502	en	O	O
1503	Klimaat	375)|(379)	O
1504	gelet	O	O
1505	op	O	O
1506	de	(380	O
1507	behandeling	O	O
1508	van	O	O
1509	het	(381	O
1510	wetsvoorstel	O	O
1511	versterken	O	O
1512	in	O	O
1513	de	(19	O
1514	Tweede	O	O
1515	Kamer	19)	O
1516	op	O	O
1517	10	(382	O
1518	februari	O	O
1519	a.s.	382)|381)|380)|376)	O
1520	Desgewenst	O	O
1521	ben	O	O
1522	ik	(383)	O
1523	tot	O	O
1524	nadere	(384	O
1525	toelichting	O	O
1526	op	O	O
1527	het	(385	O
1528	voorgaande	385)|384)	O
1529	bereid	O	O
1530	.	O	O
1531	Met	O	O
1532	vriendelijke	(386	O
1533	groet	386)	O
1534	,	O	O
1535	S.C.J.J.	(387)|(388	B-PER
1536	(	O	O
1537	Bas	388)|(389)	B-PER
1538	)	O	I-PER
1539	Kortmann	O	E-PER
1540	Voorzitter	O	O
1541	Bestuur	O	O
1542	Instituut	O	O
1543	Mijnbouwschade	O	O
1544	Groningen	O	O
