	token	coref	ner
1284	EenUtrecht	308)|(309)	O
1285	)	O	O
1286	sluit	O	O
1287	zich	(310)	O
1288	volledig	O	O
1289	aan	O	O
1290	bij	O	O
1291	de	(311	O
1292	oproep	O	O
1293	van	O	O
1294	de	(238	O
1295	heer	O	O
1296	Sungur	238)|311)	S-PER
1297	.	O	O
1298	Hij	(299)	O
1299	geeft	O	O
1300	iedereen	(312)	O
1301	in	O	O
1302	overweging	O	O
1303	dat	O	O
1304	de	(90	O
1305	raad	90)	O
1306	,	O	O
1307	door	O	O
1308	dit	(313	O
1309	rapport	313)	O
1310	in	O	O
1311	zijn	(314)|(315	O
1312	volledigheid	315)	O
1313	geheim	O	O
1314	te	O	O
1315	verklaren	O	O
1316	,	O	O
1317	de	(316	O
1318	verdenking	O	O
1319	op	O	O
1320	zich	(317)	O
1321	laadt	O	O
1322	dat	O	O
1323	er	O	O
1324	iets	(318)	O
1325	toe	O	O
1326	te	O	O
1327	dekken	O	O
1328	is	316)	O
1329	.	O	O
1330	Dat	(319)	O
1331	zou	O	O
1332	het	(320	O
1333	proces	320)	O
1334	schaden	O	O
1335	en	O	O
1336	dat	(321)	O
1337	moet	O	O
1338	dus	O	O
1339	voorkomen	O	O
1340	worden	O	O
1341	.	O	O
1342	Mocht	O	O
1343	het	(313	O
1344	rapport	313)	O
1345	geheim	O	O
1346	verklaard	O	O
1347	worden	O	O
1348	,	O	O
1349	dan	O	O
1350	zal	O	O
1351	zijn	(322)|(323	O
1352	fractie	323)	O
1353	niet	O	O
1354	deelnemen	O	O
1355	aan	O	O
1356	de	(324	O
1357	beraadslagingen	O	O
1358	over	O	O
1359	dit	(325	O
1360	geheime	O	O
1361	rapport	325)|324)	O
1362	.	O	O
1363	De	(326	O
1364	heer	O	O
1365	Bosch	O	S-PER
1366	(	O	O
1367	PVV	326)|(327)	O
1368	)	O	O
1369	wil	O	O
1370	voor	O	O
1371	de	(328	O
1372	volledigheid	328)	O
1373	en	O	O
1374	voor	O	O
1375	de	(329	O
1376	notulen	329)	O
1377	vastgelegd	O	O
1378	hebben	O	O
1379	dat	O	O
1380	zijn	(330)|(331	O
1381	fractie	331)	O
1382	de	(311	O
1383	oproep	O	O
1384	van	O	O
1385	de	(238	O
1386	heer	O	O
1387	Sungur	238)|311)	S-PER
1388	volledig	O	O
1389	steunt	O	O
1390	.	O	O
1391	Mevrouw	(332	O
1392	Raaijmakers	O	S-PER
1393	(	O	O
1394	PvdA	332)|(333)	O
1395	)	O	O
1396	is	O	O
1397	van	O	O
1398	mening	O	O
1399	dat	O	O
1400	conceptrapporten	(334)	O
1401	niet	O	O
1402	bedoeld	O	O
1403	zijn	O	O
1404	voor	O	O
1405	de	(335	O
1406	openbaarheid	335)	O
1407	.	O	O
1408	Onderzoekers	(336)	O
1409	moeten	O	O
1410	zich	(337)	O
1411	vrij	O	O
1412	kunnen	O	O
1413	voelen	O	O
1414	om	O	O
1415	een	(338	O
1416	concept	338)	O
1417	op	O	O
1418	papier	(339)	O
1419	te	O	O
1420	kunnen	O	O
1421	zetten	O	O
1422	en	O	O
1423	dat	(340)	O
1424	in	O	O
1425	beslotenheid	(341)	O
1426	te	O	O
1427	kunnen	O	O
1428	bespreken	O	O
1429	met	O	O
1430	de	(342	O
1431	mensen	O	O
1432	die	O	O
1433	daarbij	O	O
1434	aanwezig	O	O
1435	zijn	342)	O
1436	.	O	O
1437	Zij	(343)	O
1438	weet	O	O
1439	zelf	O	O
1440	als	O	O
1441	onderzoeker	(344)	O
1442	dat	O	O
1443	er	O	O
1444	nog	O	O
1445	veel	O	O
1446	kan	O	O
1447	veranderen	O	O
1448	tussen	O	O
1449	een	(346|(345	O
1450	conceptversie	345)	O
1451	en	O	O
1452	een	(347	O
1453	eindversie	347)|346)	O
1454	.	O	O
1455	Het	(348)	O
1456	is	O	O
1457	ook	O	O
1458	de	(349	O
1459	bedoeling	349)	O
1460	om	O	O
1461	dat	(350	O
1462	concept	350)	O
1463	in	O	O
1464	die	(351	O
1465	setting	351)	O
1466	met	O	O
1467	elkaar	(352)	O
1468	te	O	O
1469	kunnen	O	O
1470	bespreken	O	O
1471	.	O	O
1472	Als	O	O
1473	conceptrapporten	(353)	O
1474	openbaar	O	O
1475	gemaakt	O	O
1476	worden	O	O
1477	,	O	O
1478	wordt	O	O
1479	er	O	O
1480	een	(354	O
1481	gevaarlijk	O	O
1482	precedent	O	O
1483	geschapen	O	O
1484	voor	O	O
1485	toekomstige	(355	O
1486	onderzoeken	355)|354)	O
1487	.	O	O
1488	Onderzoekers	(336)	O
1489	zullen	O	O
1490	zich	(336)	O
1491	dan	O	O
1492	niet	O	O
1493	meer	O	O
1494	vrij	O	O
1495	voelen	O	O
1496	om	O	O
1497	een	(350	O
1498	concept	350)	O
1499	op	O	O
1500	papier	(356)	O
1501	te	O	O
1502	zetten	O	O
1503	.	O	O
1504	De	(357	O
1505	heer	O	O
1506	Van	O	B-PER
1507	Heuven	O	E-PER
1508	(	O	O
1509	PvdD	357)|(358)	O
1510	)	O	O
1511	merkt	O	O
1512	op	O	O
1513	dat	O	O
1514	zijn	(359)|(360	O
1515	fractie	360)	O
1516	het	(361	O
1517	idee	O	O
1518	van	O	O
1519	de	(238	O
1520	heer	O	O
1521	Sungur	238)|361)	S-PER
1522	steunt	O	O
1523	om	O	O
1524	het	(313	O
1525	conceptrapport	O	O
1526	met	O	O
1527	weggelakte	(362	O
1528	delen	362)|313)	O
1529	openbaar	O	O
1530	te	O	O
1531	maken	O	O
1532	.	O	O
1533	Raadsvergadering	(364|(363	O
1534	van	O	O
1535	15	(365	O
1536	september	O	O
1537	2022	O	O
1538	4	365)|363)|(366)	O
1539	Mevrouw	(367	O
1540	Deldjou	O	B-PER
1541	Fard	O	E-PER
1542	(	O	O
1543	GroenLinks	367)|364)|(368)	O
1544	)	O	O
1545	sluit	O	O
1546	zich	(369)	O
1547	aan	O	O
1548	bij	O	O
1549	de	(370	O
1550	woorden	O	O
1551	van	O	O
1552	mevrouw	(371	O
1553	Raaijmakers	371)|370)	S-PER
1554	.	O	O
1555	Is	O	O
1556	het	(372	O
1557	openbaar	O	O
1558	maken	O	O
1559	van	O	O
1560	het	(256	O
1561	conceptrapport	256)|372)	O
1562	juridisch	O	O
1563	mogelijk	O	O
1564	?	O	O
1565	Dat	(373)	O
1566	kon	O	O
1567	zij	(371)	O
1568	niet	O	O
1569	uit	O	O
1570	de	(374	O
1571	brief	374)	O
1572	opmaken	O	O
1573	.	O	O
1574	Mevrouw	(375	O
1575	Nolten	O	S-PER
1576	(	O	O
1577	Bij1	375)|(376)	O
1578	)	O	O
1579	steunt	O	O
1580	de	(377	O
1581	oproep	O	O
1582	om	O	O
1583	het	(256	O
1584	conceptrapport	256)	O
1585	openbaar	O	O
1586	te	O	O
1587	maken	377)	O
1588	,	O	O
1589	mits	O	O
1590	bepaalde	(378	O
1591	delen	O	O
1592	daarvan	378)	O
1593	zwart	O	O
1594	gelakt	O	O
1595	worden	O	O
1596	,	O	O
1597	om	O	O
1598	te	O	O
1599	voorkomen	O	O
1600	dat	O	O
1601	mensen	(379	O
1602	die	O	O
1603	een	(380	O
1604	klacht	380)	O
1605	hebben	O	O
1606	ingediend	O	O
1607	of	O	O
1608	zich	(381)	O
1609	anderszins	O	O
1610	hebben	O	O
1611	uitgesproken	379)	O
1612	,	O	O
1613	in	O	O
1614	een	(382	O
1615	onveilige	O	O
1616	situatie	382)	O
1617	zullen	O	O
1618	komen	O	O
1619	.	O	O
1620	Mevrouw	(383	O
1621	Kendir	O	S-PER
1622	(	O	O
1623	Student	(384	O
1624	&	O	O
1625	Starter	384)|383)	O
1626	)	O	O
1627	stelt	O	O
1628	dat	O	O
1629	volgens	O	O
1630	haar	(371)	O
1631	de	O	O
1632	onderliggende	O	O
1633	wens	O	O
1634	is	O	O
1635	dat	O	O
1636	er	O	O
1637	gesproken	O	O
1638	kan	O	O
1639	worden	O	O
1640	over	O	O
1641	de	(385	O
1642	eventuele	O	O
1643	inhoudelijke	O	O
1644	verschillen	O	O
1645	tussen	O	O
1646	het	(386|(256	O
1647	conceptrapport	256)	O
1648	en	O	O
1649	het	(256	O
1650	eindrapport	256)|386)|385)	O
1651	.	O	O
1652	Openbaarheid	(387	O
1653	van	O	O
1654	het	(256	O
1655	conceptrapport	256)|387)	O
1656	hoeft	O	O
1657	daarvoor	O	O
1658	niet	O	O
1659	per	O	O
1660	se	(388)	O
1661	het	(389	O
1662	juiste	O	O
1663	middel	389)	O
1664	te	O	O
1665	zijn	(390)	O
1666	.	O	O
1667	Zij	(391)	O
1668	vraagt	O	O
1669	de	(392	O
1670	wethouder	392)	O
1671	of	O	O
1672	er	O	O
1673	niet	O	O
1674	een	(393	O
1675	alternatief	393)	O
1676	mogelijk	O	O
1677	is	O	O
1678	waardoor	O	O
1679	toch	O	O
1680	tegemoet	O	O
1681	kan	O	O
1682	worden	O	O
1683	gekomen	O	O
1684	aan	O	O
1685	die	(394	O
1686	wens	394)	O
1687	,	O	O
1688	met	O	O
1689	inachtneming	O	O
1690	van	O	O
1691	hetgeen	O	O
1692	in	O	O
1693	de	(374	O
1694	raadsbrief	374)	O
1695	is	O	O
1696	gecommuniceerd	O	O
1697	.	O	O
1698	Mevrouw	(395	O
1699	Al-Saqaff	O	S-PER
1700	(	O	O
1701	VVD	395)|(396)	O
1702	)	O	O
1703	sluit	O	O
1704	zich	(397)	O
1705	aan	O	O
1706	bij	O	O
1707	de	(370	O
1708	woorden	O	O
1709	van	O	O
1710	mevrouw	(371	O
1711	Raaijmakers	371)|370)	S-PER
1712	.	O	O
1713	Ook	(398	O
1714	haar	(371)|(399	O
1715	fractie	399)|398)	O
1716	hecht	O	O
1717	veel	(400	O
1718	belang	400)	O
1719	aan	O	O
1720	de	(402|(401	O
1721	vertrouwelijkheid	O	O
1722	van	O	O
1723	hetgeen	O	O
1724	de	(403	O
1725	onderzoekers	403)|401)	O
1726	inbrengen	402)	O
1727	.	O	O
1728	Mevrouw	(404	O
1729	Hessel	O	S-PER
1730	(	O	O
1731	Utrecht	(405	O
1732	Solidair	405)|404)	O
1733	)	O	O
1734	sluit	O	O
1735	zich	(406)	O
1736	volledig	O	O
1737	aan	O	O
1738	bij	O	O
1739	de	(238	O
1740	heer	O	O
1741	Sungur	238)	S-PER
1742	.	O	O
1743	Tussen	O	O
1744	het	(407|(256	O
1745	conceptrapport	256)	O
1746	en	O	O
1747	het	(256	O
1748	definitieve	O	O
1749	rapport	256)|407)	O
1750	horen	O	O
1751	niet	O	O
1752	zulke	(408	O
1753	verschillen	408)	O
1754	te	O	O
1755	zitten	O	O
1756	.	O	O
1757	De	(409	O
1758	zaken	O	O
1759	die	O	O
1760	geheim	O	O
1761	moeten	O	O
1762	blijven	409)	O
1763	,	O	O
1764	kunnen	O	O
1765	in	O	O
1766	beide	(410	O
1767	versies	410)	O
1768	zwart	O	O
1769	gemaakt	O	O
1770	worden	O	O
1771	.	O	O
1772	De	(197	O
1773	voorzitter	197)	O
1774	stelt	O	O
1775	vast	O	O
1776	dat	O	O
1777	er	O	O
1778	nu	O	O
1779	toch	O	O
1780	al	O	O
1781	enkele	(411	O
1782	inhoudelijke	O	O
1783	zaken	O	O
1784	genoemd	O	O
1785	worden	O	O
1786	,	O	O
1787	die	O	O
1788	verder	O	O
1789	gaan	O	O
1790	dan	O	O
1791	procesopmerkingen	411)|(412)	O
1792	.	O	O
1793	Zij	(197)	O
1794	wijst	O	O
1795	de	(413	O
1796	raadsleden	413)	O
1797	erop	O	O
1798	dat	O	O
1799	de	(414|(302	O
1800	geheimhouding	302)	O
1801	,	O	O
1802	zolang	O	O
1803	die	(302)	O
1804	niet	O	O
1805	wordt	O	O
1806	weggestemd	414)	O
1807	,	O	O
1808	er	O	O
1809	nog	O	O
1810	steeds	O	O
1811	is	O	O
1812	.	O	O
1813	De	(415	O
1814	heer	O	O
1815	Koning	O	S-PER
1816	(	O	O
1817	D66	415)|(416)	O
1818	)	O	O
1819	merkt	O	O
1820	op	O	O
1821	dat	O	O
1822	zijn	(417)|(418	O
1823	fractie	418)	O
1824	het	(419	O
1825	verzoek	O	O
1826	om	O	O
1827	geheimhouding	419)|(302)	O
1828	steunt	O	O
1829	,	O	O
1830	langs	O	O
1831	de	(421|(420	O
1832	lijn	O	O
1833	van	O	O
1834	de	(422	O
1835	argumenten	O	O
1836	die	O	O
1837	mevrouw	(371	O
1838	Raaijmakers	371)	S-PER
1839	heeft	O	O
1840	genoemd	422)|420)	O
1841	en	O	O
1842	de	(423	O
1843	argumenten	O	O
1844	die	O	O
1845	in	O	O
1846	de	(374	O
1847	brief	O	O
1848	van	O	O
1849	gisteren	374)	O
1850	zijn	O	O
1851	genoemd	423)|421)	O
1852	.	O	O
1853	Mevrouw	(424	O
1854	Chirino	O	S-PER
1855	(	O	O
1856	ChristenUnie	424)|(425)	O
1857	)	O	O
1858	betreurt	O	O
1859	het	(426)	O
1860	dat	O	O
1861	er	O	O
1862	überhaupt	(427)	O
1863	een	(428	O
1864	conceptrapport	428)	O
1865	besproken	O	O
1866	gaat	O	O
1867	worden	O	O
1868	terwijl	O	O
1869	het	(313	O
1870	rapport	313)	O
1871	al	O	O
1872	is	O	O
1873	besproken	O	O
1874	.	O	O
1875	Zij	(429)	O
1876	acht	O	O
1877	het	(430)	O
1878	niet	O	O
1879	noodzakelijk	O	O
1880	dat	O	O
1881	het	(428	O
1882	rapport	428)	O
1883	in	O	O
1884	openbarheid	(431)	O
1885	besproken	O	O
1886	wordt	O	O
1887	.	O	O
1888	De	(432	O
1889	heer	O	O
1890	Versteeg	O	S-PER
1891	(	O	O
1892	CDA	432)|(433)	O
1893	)	O	O
1894	kan	O	O
1895	de	(302	O
1896	geheimhouding	302)	O
1897	steunen	O	O
1898	.	O	O
1899	Ook	(434	O
1900	hij	434)	O
1901	sluit	O	O
1902	zich	(435)	O
1903	aan	O	O
1904	bij	O	O
1905	mevrouw	(371	O
1906	Raaijmakers	371)	S-PER
1907	.	O	O
1908	Wel	O	O
1909	moeten	O	O
1910	de	(436	O
1911	verschillen	O	O
1912	tussen	O	O
1913	het	(437|(256	O
1914	conceptrapport	256)	O
1915	en	O	O
1916	het	(256	O
1917	definitieve	O	O
1918	rapport	256)|437)|436)	O
1919	zo	O	O
1920	veel	O	O
1921	mogelijk	O	O
1922	duidelijk	O	O
1923	zijn	O	O
1924	.	O	O
1925	Mevrouw	(438	O
1926	Streefland	O	S-PER
1927	(	O	O
1928	wethouder	438)|(439)	O
1929	)	O	O
1930	merkt	O	O
1931	op	O	O
1932	dat	O	O
1933	de	(440	O
1934	vraag	O	O
1935	van	O	O
1936	mevrouw	(441	O
1937	Deldjou	O	B-PER
1938	Fard	441)|440)	E-PER
1939	-	O	O
1940	is	O	O
1941	het	(442	O
1942	openbaar	O	O
1943	maken	O	O
1944	van	O	O
1945	het	(256	O
1946	conceptrapport	256)|442)	O
1947	juridisch	O	O
1948	mogelijk	O	O
1949	?	O	O
1950	-	O	O
1951	haar	(443)	O
1952	nog	O	O
1953	niet	O	O
1954	helemaal	O	O
1955	duidelijk	O	O
1956	is	O	O
1957	.	O	O
1958	Zij	(444)	O
1959	kan	O	O
1960	zich	(445)	O
1961	voorstellen	O	O
1962	dat	O	O
1963	zij	(444)	O
1964	daar	O	O
1965	later	O	O
1966	op	O	O
1967	terugkomt	O	O
1968	.	O	O
1969	Ook	O	O
1970	het	O	O
1971	gevraagde	O	O
1972	door	O	O
1973	mevrouw	(446)	O
1974	Kendir	O	S-PER
1975	is	O	O
1976	haar	(447)	O
1977	nog	O	O
1978	niet	O	O
1979	helemaal	O	O
1980	duidelijk	O	O
1981	.	O	O
1982	Op	O	O
1983	dit	(448	O
1984	moment	448)	O
1985	ligt	O	O
1986	alleen	O	O
1987	voor	O	O
1988	:	O	O
1989	geheimhouding	(449)|(451|(450	O
1990	of	O	O
1991	niet	450)	O
1992	.	O	O
1993	Mevrouw	(452	O
1994	Kendir	O	S-PER
1995	(	O	O
1996	Student	(453	O
1997	&	O	O
1998	Starter	453)|452)|451)	O
1999	)	O	O
2000	verduidelijkt	O	O
2001	dat	O	O
2002	haar	(454)|(455	O
2003	fractie	455)	O
2004	vooral	O	O
2005	benieuwd	O	O
2006	is	O	O
2007	naar	O	O
2008	alternatieve	(456	O
2009	mogelijkheden	456)	O
2010	,	O	O
2011	bijvoorbeeld	O	O
2012	dat	O	O
2013	de	(90	O
2014	raad	90)	O
2015	in	O	O
2016	gesprek	O	O
2017	gaat	O	O
2018	met	O	O
2019	de	(403	O
2020	onderzoekers	403)	O
2021	.	O	O
2022	Zij	(457)	O
2023	heeft	O	O
2024	het	(458	O
2025	gevoel	O	O
2026	dat	O	O
2027	er	O	O
2028	nu	O	O
2029	heel	O	O
2030	zwart-wit	O	O
2031	naar	O	O
2032	het	(428	O
2033	rapport	428)	O
2034	gekeken	O	O
2035	wordt	458)	O
2036	,	O	O
2037	terwijl	O	O
2038	er	O	O
2039	volgens	O	O
2040	haar	(459)	O
2041	een	(460	O
2042	diepere	O	O
2043	wens	460)	O
2044	ligt	O	O
2045	.	O	O
2046	Raadsvergadering	(461	O
2047	van	O	O
2048	15	(462	O
2049	september	O	O
2050	2022	O	O
2051	5	462)	O
2052	Mevrouw	(463	O
2053	Streefland	O	S-PER
2054	(	O	O
2055	wethouder	463)|461)|(464)	O
2056	)	O	O
2057	antwoordt	O	O
2058	dat	O	O
2059	dit	(465)	O
2060	aan	O	O
2061	de	(90	O
2062	raad	O	O
2063	zelf	90)	O
2064	is	O	O
2065	.	O	O
2066	Op	O	O
2067	dit	(466	O
2068	moment	466)	O
2069	ligt	O	O
2070	alleen	O	O
2071	de	(467	O
2072	vraag	O	O
2073	voor	O	O
2074	of	O	O
2075	er	O	O
2076	geheimhouding	(302)	O
2077	moet	O	O
2078	worden	O	O
2079	opgelegd	467)	O
2080	.	O	O
2081	Daar	(468)	O
2082	moet	O	O
2083	de	(90	O
2084	raad	90)	O
2085	een	(469	O
2086	uitspraak	469)	O
2087	over	O	O
2088	doen	O	O
2089	.	O	O
2090	De	(470	O
2091	heer	O	O
2092	Te	O	B-PER
2093	Hoonte	O	E-PER
2094	(	O	O
2095	VVD	470)|(396)	O
2096	)	O	O
2097	heeft	O	O
2098	een	(471	O
2099	opmerking	O	O
2100	over	O	O
2101	de	(472	O
2102	voorgestelde	O	O
2103	geheimhouding	O	O
2104	van	O	O
2105	een	(473	O
2106	bijlage	O	O
2107	bij	O	O
2108	het	(474	O
2109	voorstel	O	O
2110	inzake	O	O
2111	deelgebied	(475	O
2112	6	(476	O
2113	Merwedekanaalzone	476)|475)|474)|473)|472)|471)	O
2114	.	O	O
2115	De	(90	O
2116	raad	90)	O
2117	heeft	O	O
2118	nu	O	O
2119	een	(477	O
2120	openbare	O	O
2121	duiding	O	O
2122	van	O	O
2123	een	(478	O
2124	geheim	O	O
2125	stuk	478)|477)	O
2126	gekregen	O	O
2127	,	O	O
2128	maar	O	O
2129	daar	(479)	O
2130	moest	O	O
2131	de	(90	O
2132	raad	90)	O
2133	weer	O	O
2134	om	O	O
2135	vragen	O	O
2136	.	O	O
2137	Hij	(480)	O
2138	wil	O	O
2139	nog	O	O
2140	eens	O	O
2141	meegeven	O	O
2142	:	O	O
2143	alleen	(482|(481	O
2144	geheim	O	O
2145	wat	O	O
2146	strikt	O	O
2147	geheim	O	O
2148	is	481)	O
2149	,	O	O
2150	en	O	O
2151	geen	(483	O
2152	informatie	O	O
2153	in	O	O
2154	geheime	(484	O
2155	stukken	O	O
2156	die	O	O
2157	ook	O	O
2158	al	O	O
2159	openbaar	O	O
2160	bekend	O	O
2161	is	484)|483)|482)	O
2162	,	O	O
2163	zodat	O	O
2164	raadsleden	(413)	O
2165	niet	O	O
2166	ineens	O	O
2167	te	O	O
2168	horen	O	O
2169	krijgen	O	O
2170	dat	O	O
2171	zij	(413)	O
2172	aan	O	O
2173	geheimhouding	(302)	O
2174	gebonden	O	O
2175	zijn	O	O
2176	.	O	O
2177	Hij	(485)	O
2178	verzoekt	O	O
2179	het	(233	O
2180	college	233)	O
2181	om	O	O
2182	dit	(486)	O
2183	nog	O	O
2184	eens	O	O
2185	nadrukkelijk	O	O
2186	aan	O	O
2187	de	(487	O
2188	staf	487)	O
2189	mee	O	O
2190	te	O	O
2191	geven	O	O
2192	.	O	O
2193	De	(197	O
2194	voorzitter	197)	O
2195	stelt	O	O
2196	dat	O	O
2197	deze	(488	O
2198	boodschap	488)	O
2199	luid	O	O
2200	en	O	O
2201	duidelijk	O	O
2202	is	O	O
2203	overgekomen	O	O
2204	.	O	O
2205	Zij	(197)	O
2206	stelt	O	O
2207	voor	O	O
2208	om	O	O
2209	digitaal	O	O
2210	te	O	O
2211	stemmen	O	O
2212	over	O	O
2213	haar	(197)|(489	O
2214	voorstel	O	O
2215	om	O	O
2216	de	(490	O
2217	door	O	O
2218	het	(233	O
2219	college	233)	O
2220	opgelegde	O	O
2221	geheimhouding	O	O
2222	van	O	O
2223	de	(491	O
2224	documenten	O	O
2225	zoals	O	O
2226	vermeld	O	O
2227	in	O	O
2228	de	(492	O
2229	bij	O	O
2230	de	(493	O
2231	agenda	493)	O
2232	gevoegde	O	O
2233	bijlage	O	O
2234	,	O	O
2235	inclusief	O	O
2236	de	(236	O
2237	aanpassing	236)|492)|491)|490)	O
2238	,	O	O
2239	te	O	O
2240	bekrachtigen	489)	O
2241	.	O	O
2242	Hierna	O	O
2243	wordt	O	O
2244	digitaal	O	O
2245	gestemd	O	O
2246	over	O	O
2247	het	(495|(494	O
2248	voorstel	O	O
2249	van	O	O
2250	de	(197	O
2251	voorzitter	197)|494)	O
2252	,	O	O
2253	waarna	O	O
2254	de	(197	O
2255	voorzitter	197)	O
2256	constateert	O	O
2257	dat	O	O
2258	het	(494)	O
2259	is	O	O
2260	aangenomen	O	O
2261	met	O	O
2262	34	(496	O
2263	tegen	O	O
2264	8	(497	O
2265	stemmen	497)|496)|495)	O
2266	.	O	O
2267	5.	O	O
2268	Notulen	O	O
2269	raadsvergadering	O	O
2270	16	(498	O
2271	juni	498)	O
2272	en	O	O
2273	7	(499	O
2274	juli	O	O
2275	2022	499)	O
2276	.	O	O
2277	Deze	(500	O
2278	notulen	500)	O
2279	worden	O	O
2280	zonder	O	O
2281	stemming	(501)	O
2282	ongewijzigd	O	O
2283	vastgesteld	O	O
2284	.	O	O
2285	De	(502	O
2286	heer	O	O
2287	Dijkstra	O	S-PER
2288	(	O	O
2289	EenUtrecht	502)|(503)	O
2290	)	O	O
2291	merkt	O	O
2292	op	O	O
2293	dat	O	O
2294	hij	(504)	O
2295	in	O	O
2296	de	(505	O
2297	raadsvergadering	O	O
2298	van	O	O
2299	16	(506	O
2300	juni	506)|505)	O
2301	per	O	O
2302	abuis	(507)	O
2303	tegen	O	O
2304	amendement	(508	O
2305	60	(509)	O
2306	(	O	O
2307	Parkeren	(510	O
2308	voor	O	O
2309	essentiële	(511	O
2310	beroepen	511)|510)|508)	O
2311	)	O	O
2312	heeft	O	O
2313	gestemd	O	O
2314	.	O	O
2315	Dat	(512)	O
2316	had	O	O
2317	een	O	O
2318	voorstem	O	O
2319	moeten	O	O
2320	zijn	O	O
2321	.	O	O
2322	Graag	O	O
2323	ziet	O	O
2324	hij	(504)	O
2325	dat	O	O
2326	dit	(513)	O
2327	wordt	O	O
2328	aangepast	O	O
2329	.	O	O
2330	De	(197	O
2331	voorzitter	197)	O
2332	merkt	O	O
2333	op	O	O
2334	dat	O	O
2335	het	(514	O
2336	herroepen	O	O
2337	van	O	O
2338	de	(515	O
2339	stemuitslag	515)|514)	O
2340	niet	O	O
2341	mogelijk	O	O
2342	is	O	O
2343	,	O	O
2344	maar	O	O
2345	dat	O	O
2346	in	O	O
2347	de	(500	O
2348	notulen	500)	O
2349	zal	O	O
2350	worden	O	O
2351	opgenomen	O	O
2352	dat	O	O
2353	de	(516	O
2354	heer	O	O
2355	Dijkstra	516)	S-PER
2356	geacht	O	O
2357	wenst	O	O
2358	te	O	O
2359	worden	O	O
2360	voor	O	O
2361	amendement	(517	O
2362	60	517)|(518)	O
2363	te	O	O
2364	hebben	O	O
2365	gestemd	O	O
2366	.	O	O
2367	6.	O	O
2368	Notulen	O	O
2369	vragenuur	(520|(519	O
2370	16	(521)|(522	O
2371	en	O	O
2372	30	(523	O
2373	juni	523)|522)|519)	O
2374	,	O	O
2375	25	(524	O
2376	augustus	524)	O
2377	en	O	O
2378	1	(525	O
2379	september	O	O
2380	2022	525)|520)	O
2381	.	O	O
2382	Deze	(500	O
2383	notulen	500)	O
2384	worden	O	O
2385	zonder	O	O
2386	stemming	(526)	O
2387	ongewijzigd	O	O
2388	vastgesteld	O	O
2389	.	O	O
2390	7.	O	O
2391	Notulen	(527	O
2392	Commissies	O	O
2393	Voorjaarsnota	O	O
2394	21	(528)|(529	O
2395	,	O	O
2396	22	(530)	O
2397	en	O	O
2398	23	(531)|(532	O
2399	juni	532)	O
2400	2022	529)|527)	O
2401	.	O	O
2402	Deze	(500	O
2403	notulen	500)	O
2404	worden	O	O
2405	zonder	O	O
2406	stemming	(533)	O
2407	ongewijzigd	O	O
2408	vastgesteld	O	O
2409	.	O	O
2410	9.	O	O
2411	Raadsvoorstel	(534)	O
2412	Beëindigen	O	O
2413	commissielidmaatschap	O	O
2414	.	O	O
2415	De	(197	O
2416	voorzitter	197)	O
2417	merkt	O	O
2418	op	O	O
2419	dat	O	O
2420	de	(535	O
2421	SP	535)	O
2422	als	O	O
2423	fractie	(536)	O
2424	niet	O	O
2425	langer	O	O
2426	meer	O	O
2427	is	O	O
2428	vertegenwoordigd	O	O
2429	in	O	O
2430	de	(90	O
2431	raad	90)	O
2432	.	O	O
2433	Daarmee	O	O
2434	eindigt	O	O
2435	ook	O	O
2436	het	(537	O
2437	lidmaatschap	O	O
2438	van	O	O
2439	de	(538	O
2440	commissieleden	O	O
2441	die	O	O
2442	eerder	O	O
2443	namens	O	O
2444	de	(535	O
2445	SP	535)	O
2446	zijn	O	O
2447	benoemd	538)|537)	O
2448	.	O	O
2449	Op	O	O
2450	grond	O	O
2451	van	O	O
2452	artikel	(539	O
2453	7	(540)	O
2454	,	O	O
2455	lid	(541	O
2456	3	(542)	O
2457	van	O	O
2458	de	(543	O
2459	Verordening	O	O
2460	op	O	O
2461	de	(265	O
2462	raadscommissie	265)|543)|541)|539)	O
2463	is	O	O
2464	voor	O	O
2465	beëindiging	(544	O
2466	van	O	O
2467	het	(545	O
2468	lidmaatschap	545)|544)	O
2469	een	(546	O
2470	besluit	O	O
2471	van	O	O
2472	de	(90	O
2473	raad	90)|546)	O
2474	nodig	O	O
2475	.	O	O
2476	De	(90	O
2477	raad	90)	O
2478	wordt	O	O
2479	derhalve	O	O
2480	voorgesteld	O	O
2481	te	O	O
2482	besluiten	O	O
2483	tot	O	O
2484	beëindiging	(547	O
2485	van	O	O
2486	het	(548	O
2487	commissielidmaatschap	O	O
2488	van	O	O
2489	Ruurt	(550|(549	B-PER
2490	Wiegant	549)	E-PER
2491	en	O	O
2492	Dane	(551	B-PER
2493	Harris	551)|550)|548)|547)	E-PER
2494	.	O	O
2495	Raadsvergadering	(553|(552	O
2496	van	O	O
2497	15	(554	O
2498	september	O	O
2499	2022	O	O
2500	6	554)|552)	O
2501	Zonder	O	O
2502	stemming	553)|(555)	O
2503	wordt	O	O
2504	overeenkomstig	O	O
2505	het	(556	O
2506	raadsvoorstel	556)	O
2507	besloten	O	O
2508	.	O	O
2509	De	(197	O
2510	voorzitter	197)	O
2511	dankt	O	O
2512	de	(557	O
2513	heren	O	O
2514	Wiegant	(558)|(550	S-PER
2515	en	O	O
2516	Harris	550)|557)|(551)	S-PER
2517	voor	O	O
