	token	gold	model
1148	werd	['']	[]
1149	in	['']	[]
1150	de	['']	[]
1151	CSO	['']	[]
1152	.	['']	[]
1153	Dat	['']	[]
1154	kan	['']	[]
1155	en	['']	[]
1156	mag	['']	[]
1157	niet	['']	[]
1158	.	['']	[]
1159	De	['B_PER_6']	['B_PER_20']
1160	burgemeester	['I_PER_6']	['I_PER_20']
1161	geeft	['']	[]
1162	aan	['']	[]
1163	dat	['']	[]
1164	wel	['']	[]
1165	te	['']	[]
1166	gaan	['']	[]
1167	doen	['']	[]
1168	.	['']	[]
1169	Het	['']	[]
1170	plezier	['']	[]
1171	van	['']	[]
1172	de	['']	[]
1173	inwoners	['']	[]
1174	in	['']	[]
1175	het	['']	[]
1176	gadeslaan	['']	[]
1177	van	['']	[]
1178	het	['']	[]
1179	proces	['']	[]
1180	gaat	['']	[]
1181	verder	['']	[]
1182	dan	['']	[]
1183	kijken	['']	[]
1184	en	['']	[]
1185	vragen	['']	[]
1186	stellen	['']	[]
1187	.	['']	[]
1188	Het	['']	[]
1189	gaat	['']	[]
1190	om	['']	[]
1191	de	['']	[]
1192	vaststelling	['']	[]
1193	van	['']	[]
1194	de	['']	[]
1195	definitieve	['']	[]
1196	telling	['']	[]
1197	.	['']	[]
1198	Artikel	['']	[]
1199	N8	['']	[]
1200	lid	['']	[]
1201	3	['']	[]
1202	is	['']	[]
1203	daarover	['']	[]
1204	duidelijk	['']	[]
1205	:	['']	[]
1206	80	['']	[]
1207	indien	['']	[]
1208	een	['']	[]
1209	aanwezige	['']	[]
1210	kiezer/inwoner	['']	[]
1211	een	['']	[]
1212	ongeldig	['']	[]
1213	verklaard	['']	[]
1214	biljet	['']	[]
1215	wil	['']	[]
1216	bekijken	['']	[]
1217	,	['']	[]
1218	moet	['']	[]
1219	dit	['']	[]
1220	krachtens	['']	[]
1221	de	['']	[]
1222	kieswet	['']	[]
1223	getoond	['']	[]
1224	worden	['']	[]
1225	.	['']	[]
1226	Ook	['']	[]
1227	moet	['']	[]
1228	er	['']	[]
1229	dan	['']	[]
1230	bezwaar	['']	[]
1231	gemaakt	['']	[]
1232	kunnen	['']	[]
1233	worden	['']	[]
1234	.	['']	[]
1235	Het	['']	[]
1236	is	['']	[]
1237	daarom	['']	[]
1238	juist	['']	[]
1239	wel	['']	[]
1240	nodig	['']	[]
1241	dat	['']	[]
1242	tellers	['']	[]
1243	een	['']	[]
1244	goede	['']	[]
1245	instructie	['']	[]
1246	krijgen	['']	[]
1247	.	['']	[]
1248	Ook	['']	[]
1249	de	['']	[]
1250	naleving	['']	[]
1251	van	['']	[]
1252	artikel	['']	[]
1253	N9	['']	[]
1254	lid	['']	[]
1255	1	['']	[]
1256	moet	['']	[]
1257	worden	['']	[]
1258	gewaarborgd	['']	[]
1259	.	['']	[]
1260	De	['']	[]
1261	definitieve	['']	[]
1262	uitslag	['']	[]
1263	moet	['']	[]
1264	mondeling	['']	[]
1265	aan	['']	[]
1266	de	['']	[]
1267	aanwezige	['']	[]
1268	kiezers	['']	[]
1269	kenbaar	['']	[]
1270	worden	['']	[]
1271	gemaakt	['']	[]
1272	per	['']	[]
1273	stembu-	['']	[]
1274	reau	['']	[]
1275	.	['']	[]
1276	Hij	['B_PER_15']	['B_PER_23']
1277	krijgt	['']	[]
1278	hierop	['']	[]
1279	graag	['']	[]
1280	een	['']	[]
1281	toezegging	['']	[]
1282	.	['']	[]
1283	Dit	['']	[]
1284	is	['']	[]
1285	bij	['']	[]
1286	de	['']	[]
1287	Tweede	['']	[]
1288	Kamerverkiezingen	['']	[]
1289	niet	['']	[]
1290	conform	['']	[]
1291	de	['']	[]
1292	kieswet	['']	[]
1293	gebeurd	['']	[]
1294	.	['']	[]
1295	Hij	['B_PER_15']	['B_PER_24']
1296	vraagt	['']	[]
1297	wie	['']	[]
1298	technisch	['']	[]
1299	gezien	['']	[]
1300	de	['B_PER_3']	['B_PER_16']
1301	voorzitter	['I_PER_3']	['I_PER_16']
1302	is	['']	[]
1303	van	['']	[]
1304	de	['']	[]
1305	te	['']	[]
1306	tellen	['']	[]
1307	stembureaus	['']	[]
1308	wanneer	['']	[]
1309	het	['']	[]
1310	gaat	['']	[]
1311	om	['']	[]
1312	de	['']	[]
1313	definitieve	['']	[]
1314	telling	['']	[]
1315	.	['']	[]
1316	Hij	['B_PER_15']	['B_PER_25']
1317	krijgt	['']	[]
1318	op	['']	[]
1319	die	['']	[]
1320	vragen	['']	[]
1321	graag	['']	[]
1322	een	['']	[]
1323	antwoord	['']	[]
1324	.	['']	[]
1325	90	['']	[]
1326	De	['B_PER_10']	[]
1327	heer	['I_PER_10']	[]
1328	Van	['I_PER_10']	[]
1329	Steeg	['I_PER_10']	['B_PER_26']
1330	(	['']	['I_PER_26']
1331	CDA	['']	[]
1332	)	['']	[]
1333	vindt	['']	[]
1334	het	['']	[]
1335	goed	['']	[]
1336	om	['']	[]
1337	terug	['']	[]
1338	te	['']	[]
1339	kijken	['']	[]
1340	naar	['']	[]
1341	het	['']	[]
1342	stemproces	['']	[]
1343	van	['']	[]
1344	de	['']	[]
1345	Tweede	['']	[]
1346	Kamerverkiezingen	['']	[]
1347	.	['']	[]
1348	Het	['']	[]
1349	is	['']	[]
1350	belangrijk	['']	[]
1351	dat	['']	[]
1352	goed	['']	[]
1353	te	['']	[]
1354	organiseren	['']	[]
1355	.	['']	[]
1356	Griffie	['']	[]
1357	Gemeenteraad	['']	[]
1358	Utrecht	['']	[]
1359	Verslag	['']	[]
1360	van	['']	[]
1361	de	['']	[]
1362	openbare	['']	[]
1363	fysieke	['']	[]
1364	vergadering	['']	[]
1365	van	['']	[]
1366	de	['']	[]
1367	Commissie	['']	[]
1368	Mens	['']	[]
1369	&	['']	[]
1370	Samenleving	['']	[]
1371	op	['']	[]
1372	30	['']	[]
1373	september	['']	[]
1374	2021	['']	[]
1375	Pagina	['']	[]
1376	3	['']	[]
1377	van	['']	[]
1378	12	['']	[]
1379	Ondanks	['']	[]
1380	de	['']	[]
1381	kritische	['']	[]
1382	punten	['']	[]
1383	die	['']	[]
1384	ook	['']	[]
1385	te	['']	[]
1386	zien	['']	[]
1387	waren	['']	[]
1388	in	['']	[]
1389	de	['']	[]
1390	schriftelijke	['']	[]
1391	vragen	['']	[]
1392	,	['']	[]
1393	compli-	['']	[]
1394	menteert	['']	[]
1395	hij	['B_PER_10']	['B_PER_27']
1396	de	['']	[]
1397	organisatie	['']	[]
1398	met	['']	[]
1399	de	['']	[]
1400	manier	['']	[]
1401	waarop	['']	[]
1402	de	['']	[]
1403	verkiezingen	['']	[]
1404	georganiseerd	['']	[]
1405	zijn	['']	[]
1406	bij	['']	[]
1407	de	['']	[]
1408	Tweede	['']	[]
1409	Kamerverkiezingen	['']	[]
1410	.	['']	[]
1411	Het	['']	[]
1412	is	['']	[]
1413	relatief	['']	[]
1414	goed	['']	[]
1415	verlopen	['']	[]
1416	ondanks	['']	[]
1417	de	['']	[]
1418	moeilijke	['']	[]
1419	periode	['']	[]
1420	.	['']	[]
1421	Nu	['']	[]
1422	is	['']	[]
1423	voor	['']	[]
1424	de	['']	[]
1425	eerste	['']	[]
1426	keer	['']	[]
1427	de	['']	[]
1428	CSO	['']	[]
1429	gebruikt	['']	[]
1430	.	['']	[]
1431	In	['']	[]
1432	de	['']	[]
1433	antwoorden	['']	[]
1434	op	['']	[]
1435	de	['']	[]
1436	schriftelijke	['']	[]
1437	vraag	['']	[]
1438	is	['']	[]
1439	te	['']	[]
1440	zien	['']	[]
1441	dat	['']	[]
1442	het	['']	[]
1443	tot	['']	[]
1444	een	['']	[]
1445	aantal	['']	[]
1446	knelpunten	['']	[]
1447	leidt	['']	[]
1448	.	['']	[]
1449	Hij	['B_PER_10']	['B_PER_27']
1450	refereert	['']	[]
1451	aan	['']	[]
1452	de	['']	[]
1453	inbreng	['']	[]
1454	van	['']	[]
1455	de	['B_PER_15']	[]
1456	heer	['I_PER_15']	[]
1457	Bosch	['I_PER_15']	[]
1458	over	['']	[]
1459	het	['']	[]
1460	transport	['']	[]
1461	dat	['']	[]
1462	niet	['']	[]
1463	altijd	['']	[]
1464	goed	['']	[]
1465	georganiseerd	['']	[]
1466	is	['']	[]
1467	.	['']	[]
1468	Hij	['B_PER_10']	['B_PER_27']
1469	vraagt	['']	[]
1470	zich	['']	[]
1471	af	['']	[]
1472	hoe	['']	[]
1473	de	['']	[]
1474	organisatie	['']	[]
1475	dat	['']	[]
1476	gaat	['']	[]
1477	doen	['']	[]
1478	in	['']	[]
1479	de	['']	[]
1480	toekomst	['']	[]
1481	.	['']	[]
1482	Van	['']	[]
1483	alle	['']	[]
1484	stembureaus	['']	[]
1485	100	['']	[]
1486	moeten	['']	[]
1487	de	['']	[]
1488	biljetten	['']	[]
1489	naar	['']	[]
1490	een	['']	[]
1491	centrale	['']	[]
1492	plek	['']	[]
1493	gebracht	['']	[]
1494	worden	['']	[]
1495	.	['']	[]
1496	Ten	['']	[]
1497	tweede	['']	[]
1498	vraagt	['']	[]
1499	hij	['B_PER_10']	['B_PER_27']
1500	of	['']	[]
1501	het	['']	[]
1502	de	['']	[]
1503	bedoeling	['']	[]
1504	is	['']	[]
1505	dat	['']	[]
1506	dit	['']	[]
1507	in	['']	[]
1508	de	['']	[]
1509	toekomst	['']	[]
1510	de	['']	[]
1511	standaard-	['']	[]
1512	procedure	['']	[]
1513	wordt	['']	[]
1514	voor	['']	[]
1515	alle	['']	[]
1516	verkiezingen	['']	[]
1517	die	['']	[]
1518	zullen	['']	[]
1519	worden	['']	[]
1520	gehouden	['']	[]
1521	.	['']	[]
1522	Zij	['']	['B_PER_27']
1523	vraagt	['']	[]
1524	of	['']	[]
1525	dat	['']	[]
1526	inderdaad	['']	[]
1527	zo	['']	[]
1528	is	['']	[]
1529	en	['']	[]
1530	of	['']	[]
1531	dit	['']	[]
1532	de	['']	[]
1533	procedure	['']	[]
1534	is	['']	[]
1535	die	['']	[]
1536	de	['']	[]
1537	raad	['']	[]
1538	daarop	['']	[]
1539	vaststelt	['']	[]
1540	.	['']	[]
1541	Ten	['']	[]
1542	tweede	['']	[]
1543	is	['']	[]
1544	de	['']	[]
1545	vraag	['']	[]
1546	of	['']	[]
1547	daarmee	['']	[]
1548	financieel	['']	[]
1549	rekening	['']	[]
1550	gehouden	['']	[]
1551	wordt	['']	[]
1552	.	['']	[]
1553	Dat	['']	[]
1554	betekent	['']	[]
1555	dat	['']	[]
1556	bij	['']	[]
1557	elke	['']	[]
1558	verkiezing	['']	[]
1559	de	['']	['B_PER_28']
1560	gemeente	['']	['I_PER_28']
1561	200.000	['']	[]
1562	euro	['']	[]
1563	extra	['']	[]
1564	gaat	['']	[]
1565	uitgeven	['']	[]
1566	.	['']	[]
1567	Hij	['B_PER_10']	['B_PER_29']
1568	vraagt	['']	[]
1569	of	['']	[]
1570	het	['']	[]
1571	juist	['']	[]
1572	is	['']	[]
1573	en	['']	[]
1574	of	['']	[]
1575	dat	['']	[]
1576	is	['']	[]
1577	meegenomen	['']	[]
1578	in	['']	[]
1579	de	['']	[]
1580	overwegingen	['']	[]
1581	.	['']	[]
1582	Daarnaast	['']	[]
1583	gaat	['']	[]
1584	hij	['B_PER_10']	['B_PER_29']
1585	in	['']	[]
1586	op	['']	[]
1587	de	['']	[]
1588	belasting	['']	[]
1589	van	['']	[]
1590	de	['']	['B_PER_19']
1591	vrijwilligers	['']	['I_PER_19']
1592	.	['']	[]
1593	De	['']	[]
1594	CSO	['']	[]
1595	zorgt	['']	[]
1596	voor	['']	[]
1597	een	['']	[]
1598	mindere	['']	[]
1599	belasting	['']	[]
1600	van	['']	[]
1601	de	['']	['B_PER_19']
1602	vrijwilligers	['']	['I_PER_19']
1603	.	['']	[]
1604	Hij	['B_PER_10']	['B_PER_29']
1605	krijgt	['']	[]
1606	daarop	['']	[]
1607	graag	['']	[]
1608	nog	['']	[]
1609	een	['']	[]
1610	reactie	['']	[]
1611	.	['']	[]
1612	Dat	['']	[]
1613	wordt	['']	[]
1614	hem	['B_PER_10']	['B_PER_29']
1615	niet	['']	[]
1616	helemaal	['']	[]
1617	duidelijk	['']	[]
1618	uit	['']	[]
1619	de	['']	[]
1620	antwoorden	['']	[]
1621	op	['']	[]
1622	de	['']	[]
1623	schriftelijke	['']	[]
1624	vragen	['']	[]
1625	.	['']	[]
1626	Hij	['B_PER_10']	['B_PER_29']
1627	110	['']	[]
1628	verneemt	['']	[]
1629	graag	['']	[]
1630	van	['']	[]
1631	de	['']	['B_PER_20']
1632	burgemeester	['']	['I_PER_20']
1633	wat	['']	[]
1634	dit	['']	[]
1635	precies	['']	[]
1636	betekent	['']	[]
1637	.	['']	[]
1638	En	['']	[]
1639	of	['']	[]
1640	het	['']	[]
1641	mogelijk	['']	[]
1642	is	['']	[]
1643	de	['']	[]
1644	uitslag	['']	[]
1645	van	['']	[]
1646	Utrecht	['']	[]
1647	eerder	['']	[]
1648	bekend	['']	[]
1649	te	['']	[]
1650	maken	['']	[]
1651	in	['']	[]
1652	maart	['']	[]
1653	wanneer	['']	[]
1654	de	['']	[]
1655	telling	['']	[]
1656	plaats-	['']	[]
1657	vindt	['']	[]
1658	via	['']	[]
1659	de	['']	[]
1660	CSO.	['']	[]
1661	Mevrouw	['B_PER_11']	[]
1662	Assen	['I_PER_11']	[]
1663	(	['']	[]
1664	PvdA	['']	[]
1665	)	['']	[]
1666	sluit	['']	[]
1667	zich	['B_PER_11']	[]
1668	aan	['']	[]
1669	bij	['']	[]
1670	de	['']	[]
1671	complimenten	['']	[]
1672	van	['']	[]
1673	de	['B_PER_10']	['B_PER_30']
1674	heer	['I_PER_10']	['B_PER_30']
1675	Van	['I_PER_10']	['I_PER_30']
1676	Steeg	['I_PER_10']	['I_PER_30']
1677	.	['']	[]
1678	Haar	['B_PER_11']	['B_PER_30']
1679	fractie	['']	[]
1680	wil	['']	[]
1681	vooral	['']	[]
1682	ingaan	['']	[]
1683	op	['']	[]
1684	de	['']	[]
1685	rol	['']	[]
1686	van	['']	[]
1687	de	['']	['B_PER_19']
1688	vrijwilligers	['']	['I_PER_19']
1689	,	['']	[]
1690	de	['']	[]
1691	werkdruk	['']	[]
1692	voor	['']	[]
1693	hen	['']	['B_PER_19']
1694	en	['']	[]
1695	de	['']	[]
1696	toegankelijkheid	['']	[]
1697	van	['']	[]
1698	de	['']	[]
1699	stembureaus	['']	[]
1700	.	['']	[]
1701	Het	['']	[]
1702	lijkt	['']	[]
1703	haar	['B_PER_11']	['B_PER_30']
1704	goed	['']	[]
1705	in	['']	[]
1706	te	['']	[]
1707	stemmen	['']	[]
1708	met	['']	[]
1709	dit	['']	[]
1710	raadsvoorstel	['']	[]
1711	om	['']	[]
1712	deel	['']	[]
1713	te	['']	[]
1714	nemen	['']	[]
1715	aan	['']	[]
1716	de	['']	[]
1717	centrale	['']	[]
1718	stemopneming	['']	[]
1719	,	['']	[]
1720	vooral	['']	[]
1721	ook	['']	[]
1722	omdat	['']	[]
1723	dit	['']	[]
1724	voor	['']	[]
1725	vrijwilligers	['']	['B_PER_19']
1726	het	['']	[]
1727	tellen	['']	[]
1728	korter	['']	[]
1729	en	['']	[]
1730	minder	['']	[]
1731	intensief	['']	[]
1732	wordt	['']	[]
1733	en	['']	[]
1734	daarmee	['']	[]
1735	de	['']	[]
1736	betrouwbaarheid	['']	[]
1737	van	['']	[]
1738	de	['']	[]
1739	telling	['']	[]
1740	verbetert	['']	[]
1741	.	['']	[]
1742	120	['']	[]
1743	Omdat	['']	[]
1744	de	['']	[]
1745	verkiezingsdag	['']	[]
1746	voor	['']	[]
1747	de	['']	[]
1748	tellers	['']	[]
1749	minder	['']	[]
1750	zwaar	['']	[]
1751	wordt	['']	[]
1752	,	['']	[]
1753	hoopt	['']	[]
1754	haar	['B_PER_11']	['B_PER_30']
1755	fractie	['']	[]
1756	ook	['']	[]
1757	dat	['']	[]
1758	het	['']	[]
1759	gemakkelijker	['']	[]
1760	wordt	['']	[]
1761	om	['']	[]
1762	vrijwilligers	['']	['B_PER_19']
1763	te	['']	[]
1764	werven	['']	[]
1765	,	['']	[]
1766	zeker	['']	[]
1767	nadat	['']	[]
1768	bij	['']	[]
1769	de	['']	[]
1770	laatste	['']	[]
1771	Tweede	['']	[]
1772	Kamerverkiezingen	['']	[]
1773	zoveel	['']	[]
1774	meer	['']	[]
1775	vrijwilligers	['']	[]
1776	betrokken	['']	[]
1777	waren	['']	[]
1778	en	['']	[]
1779	ook	['']	[]
1780	al	['']	[]
1781	ingewerkt	['']	[]
1782	zijn	['']	[]
1783	.	['']	[]
1784	Zij	['B_PER_11']	['B_PER_30']
1785	vraagt	['']	[]
1786	hoe	['']	[]
1787	de	['B_PER_6']	['B_PER_20']
1788	burgemeester	['I_PER_6']	['I_PER_20']
1789	de	['']	[]
1790	winst	['']	[]
1791	daarvan	['']	[]
1792	ziet	['']	[]
1793	voor	['']	[]
1794	de	['']	[]
1795	komende	['']	[]
1796	verkiezingen	['']	[]
1797	.	['']	[]
1798	Wanneer	['']	[]
1799	gaat	['']	[]
1800	het	['']	[]
1801	wervingsproces	['']	[]
1802	starten	['']	[]
1803	?	['']	[]
1804	Zij	['B_PER_11']	['B_PER_20']
1805	las	['']	[]
1806	ook	['']	[]
1807	de	['']	[]
1808	schriftelijke	['']	[]
1809	vragen	['']	[]
1810	van	['']	[]
1811	de	['']	[]
1812	PVV	['']	[]
1813	,	['']	[]
1814	die	['']	[]
1815	behalve	['']	[]
1816	de	['']	[]
1817	zwaarte	['']	[]
1818	van	['']	[]
1819	het	['']	[]
1820	werk	['']	[]
1821	ook	['']	[]
1822	de	['']	[]
1823	toegankelijkheid	['']	[]
1824	van	['']	[]
1825	de	['']	[]
1826	stembureaus	['']	[]
1827	benoemde	['']	[]
1828	.	['']	[]
1829	Zij	['B_PER_11']	['B_PER_20']
1830	las	['']	[]
1831	dat	['']	[]
1832	het	['']	[]
1833	werk	['']	[]
1834	in	['']	[]
1835	shifts	['']	[]
1836	niet	['']	[]
1837	de	['']	[]
1838	voorkeur	['']	[]
1839	heeft	['']	[]
1840	van	['']	[]
1841	het	['']	[]
1842	college	['']	[]
1843	.	['']	[]
1844	Zij	['B_PER_11']	['B_PER_20']
1845	legt	['']	[]
1846	de	['']	[]
1847	vraag	['']	[]
1848	voor	['']	[]
1849	of	['']	[]
1850	het	['']	[]
1851	grotere	['']	[]
1852	aantal	['']	[]
1853	vrijwilligers	['']	['B_PER_19']
1854	dat	['']	[]
1855	bij	['']	[]
1856	de	['']	[]
1857	Tweede	['']	[]
1858	Kamerverkiezingen	['']	[]
1859	actief	['']	[]
1860	was	['']	[]
1861	er	['']	[]
1862	op	['']	[]
1863	een	['']	[]
1864	andere	['']	[]
1865	manier	['']	[]
1866	aan	['']	[]
1867	bijdragen	['']	[]
1868	dat	['']	[]
1869	werk	['']	[]
1870	voor	['']	[]
1871	een	['']	['B_PER_19']
1872	vrijwilliger	['']	['I_PER_19']
1873	meer	['']	[]
1874	behapbaar	['']	[]
1875	en	['']	[]
1876	aantrekkelijker	['']	[]
1877	wordt	['']	[]
1878	,	['']	[]
1879	130	['']	[]
1880	zeker	['']	[]
1881	ook	['']	[]
1882	voor	['']	[]
1883	oudere	['']	[]
1884	vrijwilligers	['']	[]
1885	die	['']	[]
1886	wel	['']	[]
1887	eens	['']	[]
1888	aangaven	['']	[]
1889	dat	['']	[]
1890	een	['']	[]
1891	hele	['']	[]
1892	shift	['']	[]
1893	voor	['']	[]
1894	hen	['']	['B_PER_31']
1895	te	['']	[]
1896	intensief	['']	[]
1897	was	['']	[]
1898	.	['']	[]
1899	Met	['']	[]
1900	betrekking	['']	[]
1901	tot	['']	[]
1902	de	['']	[]
1903	toegankelijkheid	['']	[]
1904	,	['']	[]
1905	las	['']	[]
1906	haar	['B_PER_11']	['B_PER_30']
1907	fractie	['']	[]
1908	de	['']	[]
1909	antwoorden	['']	[]
1910	betrekking	['']	[]
1911	hebbend	['']	[]
1912	op	['']	[]
1913	het	['']	[]
1914	stembureau	['']	[]
1915	dat	['']	[]
1916	vooral	['']	[]
1917	overal	['']	[]
1918	nabij	['']	[]
1919	mensen	['']	[]
1920	beschikbaar	['']	[]
1921	beschikbaar	['']	[]
1922	moeten	['']	[]
1923	zijn	['']	[]
1924	.	['']	[]
1925	Zij	['B_PER_11']	['B_PER_30']
1926	begrijpt	['']	[]
1927	dat	['']	[]
1928	het	['']	[]
1929	lastig	['']	[]
1930	is	['']	[]
1931	om	['']	[]
1932	dan	['']	[]
1933	overal	['']	[]
1934	die	['']	[]
1935	toegankelijkheid	['']	[]
1936	te	['']	[]
1937	borgen	['']	[]
1938	.	['']	[]
1939	Zij	['B_PER_11']	['B_PER_30']
1940	zou	['']	[]
1941	daar	['']	[]
1942	toch	['']	[]
1943	graag	['']	[]
1944	meer	['']	[]
1945	ambitie	['']	[]
1946	zien	['']	[]
1947	.	['']	[]
1948	Het	['']	[]
1949	lijkt	['']	[]
1950	haar	['B_PER_11']	['B_PER_30']
1951	nodig	['']	[]
1952	uiteindelijk	['']	[]
1953	naar	['']	[]
1954	die	['']	[]
1955	100%	['']	[]
1956	toegankelijkheid	['']	[]
1957	te	['']	[]
1958	komen	['']	[]
1959	.	['']	[]
1960	Zij	['B_PER_11']	['B_PER_30']
1961	vraagt	['']	[]
1962	welke	['']	[]
1963	doelstelling	['']	[]
1964	de	['B_PER_6']	['B_PER_20']
1965	burgemeester	['I_PER_6']	['I_PER_20']
1966	zich	['B_PER_6']	[]
1967	hiervoor	['']	[]
1968	stelt	['']	[]
1969	.	['']	[]
1970	Bieden	['']	[]
1971	de	['']	[]
1972	zeventig	['']	[]
1973	extra	['']	[]
1974	locaties	['']	[]
1975	die	['']	[]
1976	benut	['']	[]
1977	zijn	['']	[]
1978	beide	['']	[]
1979	Tweede	['']	[]
1980	Kamerverkiezingen	['']	[]
1981	daarbij	['']	[]
1982	mogelijk	['']	[]
1983	een	['']	[]
1984	kans	['']	[]
1985	om	['']	[]
1986	de	['']	[]
1987	toegankelijkheid	['']	[]
1988	te	['']	[]
1989	vergroten	['']	[]
1990	?	['']	[]
1991	De	['B_PER_15']	[]
1992	heer	['I_PER_15']	[]
1993	Bosch	['I_PER_15']	[]
1994	(	['']	[]
1995	PVV	['']	[]
1996	)	['']	[]
1997	vraagt	['']	[]
1998	via	['']	[]
1999	mevrouw	['B_PER_11']	[]
2000	Assen	['I_PER_11']	[]
2001	waarom	['']	[]
2002	shifts	['']	[]
2003	wel	['']	[]
2004	mogelijk	['']	[]
2005	waren	['']	[]
2006	140	['']	[]
2007	in	['']	[]
2008	2002	['']	[]
2009	.	['']	[]
2010	Griffie	['']	[]
2011	Gemeenteraad	['']	[]
2012	Utrecht	['']	[]
2013	Verslag	['']	[]
2014	van	['']	[]
2015	de	['']	[]
2016	openbare	['']	[]
2017	fysieke	['']	[]
2018	vergadering	['']	[]
2019	van	['']	[]
2020	de	['']	[]
2021	Commissie	['']	[]
2022	Mens	['']	[]
2023	&	['']	[]
2024	Samenleving	['']	[]
2025	op	['']	[]
2026	30	['']	[]
2027	september	['']	[]
2028	2021	['']	[]
2029	Pagina	['']	[]
2030	4	['']	[]
2031	van	['']	[]
2032	12	['']	[]
2033	Mevrouw	['B_PER_11']	[]
2034	Assen	['I_PER_11']	[]
2035	(	['']	[]
2036	PvdA	['']	[]
2037	)	['']	[]
2038	besluit	['']	[]
2039	haar	['B_PER_11']	['B_PER_32']
2040	bijdrage	['']	[]
2041	met	['']	[]
2042	in	['']	[]
2043	te	['']	[]
2044	gaan	['']	[]
2045	op	['']	[]
2046	de	['']	[]
2047	kosten	['']	[]
2048	.	['']	[]
2049	Die	['']	[]
2050	kos-	['']	[]
2051	ten	['']	[]
2052	zijn	['']	[]
2053	hoger	['']	[]
2054	uitgevallen	['']	[]
2055	dan	['']	[]
2056	begroot	['']	[]
2057	,	['']	[]
2058	maar	['']	[]
2059	nu	['']	[]
2060	ziet	['']	[]
2061	zij	['B_PER_11']	['B_PER_32']
2062	een	['']	[]
2063	lagere	['']	[]
2064	begroting	['']	[]
2065	terug	['']	[]
2066	.	['']	[]
2067	Hoe	['']	[]
2068	voorkomt	['']	[]
2069	de	['B_PER_6']	['B_PER_20']
2070	burgemeester	['I_PER_6']	['I_PER_20']
2071	dat	['']	[]
2072	die	['']	[]
2073	kosten	['']	[]
2074	opnieuw	['']	[]
2075	hoger	['']	[]
2076	gaan	['']	[]
2077	uitvallen	['']	[]
2078	?	['']	[]
2079	Mevrouw	['B_PER_9']	[]
2080	Admiraal	['I_PER_9']	[]
2081	(	['']	[]
2082	ChristenUnie	['']	[]
2083	)	['']	[]
2084	noemt	['']	[]
2085	de	['']	[]
2086	verkiezingen	['']	[]
2087	het	['']	[]
2088	feest	['']	[]
2089	van	['']	[]
2090	de	['']	[]
2091	demo-	['']	[]
2092	cratie	['']	[]
2093	.	['']	[]
2094	Zij	['B_PER_9']	['B_PER_32']
2095	vindt	['']	[]
2096	het	['']	[]
2097	belangrijk	['']	[]
2098	dat	['']	[]
2099	die	['']	[]
2100	transparant	['']	[]
2101	en	['']	[]
2102	goed	['']	[]
2103	verlopen	['']	[]
2104	.	['']	[]
2105	Met	['']	[]
2106	het	['']	[]
2107	voort-	['']	[]
2108	zetten	['']	[]
2109	van	['']	[]
2110	de	['']	[]
2111	CSO	['']	[]
2112	ziet	['']	[]
2113	het	['']	[]
2114	college	['']	[]
2115	dat	['']	[]
2116	versterkt	['']	[]
2117	gebeuren	['']	[]
2118	.	['']	[]
2119	Haar	['B_PER_9']	['B_PER_32']
2120	fractie	['']	[]
2121	stelt	['']	[]
2122	enkele	['']	[]
2123	vragen	['']	[]
2124	naar	['']	[]
2125	aanleiding	['']	[]
2126	van	['']	[]
2127	dit	['']	[]
2128	raadsvoorstel	['']	[]
2129	en	['']	[]
2130	ook	['']	[]
2131	naar	['']	[]
2132	aanleiding	['']	[]
2133	van	['']	[]
2134	eerdere	['']	[]
2135	gestelde	['']	[]
2136	schriftelijke	['']	[]
2137	vragen	['']	[]
2138	.	['']	[]
2139	150	['']	[]
2140	Op	['']	[]
2141	veel	['']	[]
2142	locaties	['']	[]
2143	bleek	['']	[]
2144	het	['']	[]
2145	mogelijk	['']	[]
2146	om	['']	[]
2147	op	['']	[]
2148	kandidaatniveau	['']	[]
2149	te	['']	[]
2150	tellen	['']	[]
2151	en	['']	[]
2152	binnen	['']	[]
2153	een	['']	[]
2154	redelijke	['']	[]
2155	tijd	['']	[]
2156	.	['']	[]
2157	Dit	['']	[]
2158	proces	['']	[]
2159	is	['']	[]
2160	transparant	['']	[]
2161	en	['']	[]
2162	het	['']	[]
2163	geeft	['']	[]
2164	vlot	['']	[]
2165	een	['']	[]
2166	uitslag	['']	[]
2167	.	['']	[]
2168	Waarom	['']	[]
2169	houdt	['']	[]
2170	het	['']	[]
2171	college	['']	[]
2172	eraan	['']	[]
2173	vast	['']	[]
2174	dat	['']	[]
2175	de	['']	[]
2176	CSO	['']	[]
2177	transparanter	['']	[]
2178	is	['']	[]
2179	als	['']	[]
2180	het	['']	[]
2181	juist	['']	[]
2182	bij	['']	[]
2183	de	['']	[]
2184	CSO	['']	[]
2185	totaal	['']	[]
2186	onduidelijk	['']	[]
2187	was	['']	[]
2188	welke	['']	[]
2189	stemmen	['']	[]
2190	op	['']	[]
2191	welk	['']	[]
2192	moment	['']	[]
2193	geteld	['']	[]
2194	werden	['']	[]
2195	.	['']	[]
2196	Haar	['B_PER_9']	['B_PER_33']
2197	fractie	['']	[]
2198	is	['']	[]
2199	het	['']	[]
2200	eens	['']	[]
2201	met	['']	[]
2202	de	['B_PER_6']	['B_PER_20']
2203	burgemeester	['I_PER_6']	['I_PER_20']
2204	dat	['']	[]
