	token	gold	model
1042	de	['']	[]
1043	raad	['']	[]
1044	is	['']	[]
1045	dat	['']	[]
1046	alles	['']	[]
1047	openbaar	['']	[]
1048	en	['']	[]
1049	transparant	['']	[]
1050	behandeld	['']	[]
1051	wordt	['']	[]
1052	,	['']	[]
1053	tenzij	['']	[]
1054	dat	['']	[]
1055	niet	['']	[]
1056	mogelijk	['']	[]
1057	is	['']	[]
1058	.	['']	[]
1059	Nu	['']	[]
1060	wordt	['']	[]
1061	een	['']	[]
1062	rapport	['']	[]
1063	volledig	['']	[]
1064	geheim	['']	[]
1065	verklaard	['']	[]
1066	,	['']	[]
1067	wat	['']	[]
1068	niet	['']	[]
1069	strookt	['']	[]
1070	met	['']	[]
1071	de	['']	[]
1072	visie	['']	[]
1073	op	['']	[]
1074	een	['']	[]
1075	open	['']	[]
1076	overheid	['']	[]
1077	.	['']	[]
1078	Zijn	['B_PER_37']	[]
1079	fractie	['']	[]
1080	heeft	['']	[]
1081	in	['']	[]
1082	de	['']	[]
1083	commissie	['']	[]
1084	nadrukkelijk	['']	[]
1085	aangegeven	['']	[]
1086	dat	['']	[]
1087	ze	['']	[]
1088	best	['']	[]
1089	snapt	['']	[]
1090	dat	['']	[]
1091	onderdelen	['']	[]
1092	in	['']	[]
1093	het	['']	[]
1094	conceptrapport	['']	[]
1095	zwart	['']	[]
1096	gelakt	['']	[]
1097	moeten	['']	[]
1098	worden	['']	[]
1099	,	['']	[]
1100	maar	['']	[]
1101	dat	['']	[]
1102	ze	['']	[]
1103	niet	['']	[]
1104	kan	['']	[]
1105	vatten	['']	[]
1106	dat	['']	[]
1107	wordt	['']	[]
1108	aangedrongen	['']	[]
1109	op	['']	[]
1110	een	['']	[]
1111	volledige	['']	[]
1112	en	['']	[]
1113	permanente	['']	[]
1114	geheimhouding	['']	[]
1115	.	['']	[]
1116	Als	['']	[]
1117	reden	['']	[]
1118	wordt	['']	[]
1119	opgegeven	['']	[]
1120	:	['']	[]
1121	een	['']	[]
1122	eventueel	['']	[]
1123	openbaar	['']	[]
1124	debat	['']	[]
1125	over	['']	[]
1126	een	['']	[]
1127	onvoldragen	['']	[]
1128	en	['']	[]
1129	niet	['']	[]
1130	bestuurlijk	['']	[]
1131	onderschreven	['']	[]
1132	conceptversie	['']	[]
1133	dient	['']	[]
1134	niet	['']	[]
1135	het	['']	[]
1136	doel	['']	[]
1137	van	['']	[]
1138	onze	['']	[]
1139	gezamenlijke	['']	[]
1140	inzet	['']	[]
1141	op	['']	[]
1142	dit	['']	[]
1143	belangrijke	['']	[]
1144	onderwerp	['']	[]
1145	.	['']	[]
1146	Hij	['B_PER_37']	[]
1147	vindt	['']	[]
1148	dit	['']	[]
1149	geen	['']	[]
1150	grond	['']	[]
1151	om	['']	[]
1152	iets	['']	[]
1153	geheim	['']	[]
1154	te	['']	[]
1155	verklaren	['']	[]
1156	.	['']	[]
1157	Zijn	['B_PER_37']	[]
1158	fractie	['']	[]
1159	vindt	['']	[]
1160	juist	['']	[]
1161	openheid	['']	[]
1162	heel	['']	[]
1163	belangrijk	['']	[]
1164	.	['']	[]
1165	Er	['']	[]
1166	zit	['']	[]
1167	bijna	['']	[]
1168	een	['']	[]
1169	verschil	['']	[]
1170	van	['']	[]
1171	80	['']	[]
1172	pagina's	['']	[]
1173	tussen	['']	[]
1174	het	['']	[]
1175	concept	['']	[]
1176	en	['']	[]
1177	het	['']	[]
1178	definitieve	['']	[]
1179	rapport	['']	[]
1180	.	['']	[]
1181	Daar	['']	[]
1182	wil	['']	[]
1183	hij	['B_PER_37']	[]
1184	in	['']	[]
1185	alle	['']	[]
1186	openheid	['']	[]
1187	vragen	['']	[]
1188	over	['']	[]
1189	kunnen	['']	[]
1190	stellen	['']	[]
1191	.	['']	[]
1192	Ook	['']	[]
1193	de	['']	[]
1194	conclusies	['']	[]
1195	lijken	['']	[]
1196	van	['']	[]
1197	elkaar	['']	[]
1198	te	['']	[]
1199	verschillen	['']	[]
1200	.	['']	[]
1201	Vage	['']	[]
1202	redenen	['']	[]
1203	als	['']	[]
1204	mensen	['']	[]
1205	moeten	['']	[]
1206	in	['']	[]
1207	openheid	['']	[]
1208	of	['']	[]
1209	vrijheid	['']	[]
1210	kunnen	['']	[]
1211	spreken	['']	[]
1212	,	['']	[]
1213	het	['']	[]
1214	waren	['']	[]
1215	ruwe	['']	[]
1216	schetsen	['']	[]
1217	hebben	['']	[]
1218	hier	['']	[]
1219	wat	['']	[]
1220	zijn	['B_PER_37']	[]
1221	fractie	['']	[]
1222	betreft	['']	[]
1223	niets	['']	[]
1224	mee	['']	[]
1225	te	['']	[]
1226	maken	['']	[]
1227	.	['']	[]
1228	Hij	['B_PER_37']	[]
1229	hoopt	['']	[]
1230	dat	['']	[]
1231	de	['']	[]
1232	raad	['']	[]
1233	het	['']	[]
1234	belang	['']	[]
1235	van	['']	[]
1236	een	['']	[]
1237	open	['']	[]
1238	overheid	['']	[]
1239	hoog	['']	[]
1240	in	['']	[]
1241	het	['']	[]
1242	vaandeel	['']	[]
1243	heeft	['']	[]
1244	staan	['']	[]
1245	en	['']	[]
1246	de	['']	[]
1247	geheimhouding	['']	[]
1248	niet	['']	[]
1249	zal	['']	[]
1250	bekrachtigen	['']	[]
1251	.	['']	[]
1252	Mocht	['']	[]
1253	dit	['']	[]
1254	wel	['']	[]
1255	gebeuren	['']	[]
1256	,	['']	[]
1257	dan	['']	[]
1258	kondigt	['']	[]
1259	hij	['B_PER_37']	[]
1260	aan	['']	[]
1261	dat	['']	[]
1262	hij	['B_PER_37']	[]
1263	als	['']	[]
1264	belanghebbende	['']	[]
1265	daartegen	['']	[]
1266	bezwaar	['']	[]
1267	zal	['']	[]
1268	maken	['']	[]
1269	en	['']	[]
1270	eventueel	['']	[]
1271	ook	['']	[]
1272	in	['']	[]
1273	beroep	['']	[]
1274	zal	['']	[]
1275	gaan	['']	[]
1276	bij	['']	[]
1277	de	['']	[]
1278	rechter	['']	[]
1279	.	['']	[]
1280	De	['B_PER_12']	[]
1281	heer	['I_PER_12']	['B_PER_76']
1282	Dijkstra	['I_PER_12']	['I_PER_76']
1283	(	['']	[]
1284	EenUtrecht	['']	[]
1285	)	['']	[]
1286	sluit	['']	[]
1287	zich	['']	[]
1288	volledig	['']	[]
1289	aan	['']	[]
1290	bij	['']	[]
1291	de	['']	[]
1292	oproep	['']	[]
1293	van	['']	[]
1294	de	['B_PER_37']	[]
1295	heer	['I_PER_37']	['B_PER_77']
1296	Sungur	['I_PER_37']	['I_PER_77']
1297	.	['']	[]
1298	Hij	['B_PER_12']	[]
1299	geeft	['']	[]
1300	iedereen	['']	[]
1301	in	['']	[]
1302	overweging	['']	[]
1303	dat	['']	[]
1304	de	['']	[]
1305	raad	['']	[]
1306	,	['']	[]
1307	door	['']	[]
1308	dit	['']	[]
1309	rapport	['']	[]
1310	in	['']	[]
1311	zijn	['B_PER_12']	[]
1312	volledigheid	['']	[]
1313	geheim	['']	[]
1314	te	['']	[]
1315	verklaren	['']	[]
1316	,	['']	[]
1317	de	['']	[]
1318	verdenking	['']	[]
1319	op	['']	[]
1320	zich	['']	[]
1321	laadt	['']	[]
1322	dat	['']	[]
1323	er	['']	[]
1324	iets	['']	[]
1325	toe	['']	[]
1326	te	['']	[]
1327	dekken	['']	[]
1328	is	['']	[]
1329	.	['']	[]
1330	Dat	['']	[]
1331	zou	['']	[]
1332	het	['']	[]
1333	proces	['']	[]
1334	schaden	['']	[]
1335	en	['']	[]
1336	dat	['']	[]
1337	moet	['']	[]
1338	dus	['']	[]
1339	voorkomen	['']	[]
1340	worden	['']	[]
1341	.	['']	[]
1342	Mocht	['']	[]
1343	het	['']	[]
1344	rapport	['']	[]
1345	geheim	['']	[]
1346	verklaard	['']	[]
1347	worden	['']	[]
1348	,	['']	[]
1349	dan	['']	[]
1350	zal	['']	[]
1351	zijn	['B_PER_12']	[]
1352	fractie	['']	[]
1353	niet	['']	[]
1354	deelnemen	['']	[]
1355	aan	['']	[]
1356	de	['']	[]
1357	beraadslagingen	['']	[]
1358	over	['']	[]
1359	dit	['']	[]
1360	geheime	['']	[]
1361	rapport	['']	[]
1362	.	['']	[]
1363	De	['B_PER_7']	[]
1364	heer	['I_PER_7']	['B_PER_78']
1365	Bosch	['I_PER_7']	['I_PER_78']
1366	(	['']	[]
1367	PVV	['']	[]
1368	)	['']	[]
1369	wil	['']	[]
1370	voor	['']	[]
1371	de	['']	[]
1372	volledigheid	['']	[]
1373	en	['']	[]
1374	voor	['']	[]
1375	de	['']	[]
1376	notulen	['']	[]
1377	vastgelegd	['']	[]
1378	hebben	['']	[]
1379	dat	['']	[]
1380	zijn	['B_PER_7']	[]
1381	fractie	['']	[]
1382	de	['']	[]
1383	oproep	['']	[]
1384	van	['']	[]
1385	de	['B_PER_37']	[]
1386	heer	['I_PER_37']	['B_PER_79']
1387	Sungur	['I_PER_37']	['I_PER_79']
1388	volledig	['']	[]
1389	steunt	['']	[]
1390	.	['']	[]
1391	Mevrouw	['B_PER_31']	['B_PER_80']
1392	Raaijmakers	['I_PER_31']	['I_PER_80']
1393	(	['']	[]
1394	PvdA	['']	[]
1395	)	['']	[]
1396	is	['']	[]
1397	van	['']	[]
1398	mening	['']	[]
1399	dat	['']	[]
1400	conceptrapporten	['']	[]
1401	niet	['']	[]
1402	bedoeld	['']	[]
1403	zijn	['']	[]
1404	voor	['']	[]
1405	de	['']	[]
1406	openbaarheid	['']	[]
1407	.	['']	[]
1408	Onderzoekers	['']	[]
1409	moeten	['']	[]
1410	zich	['']	[]
1411	vrij	['']	[]
1412	kunnen	['']	[]
1413	voelen	['']	[]
1414	om	['']	[]
1415	een	['']	[]
1416	concept	['']	[]
1417	op	['']	[]
1418	papier	['']	[]
1419	te	['']	[]
1420	kunnen	['']	[]
1421	zetten	['']	[]
1422	en	['']	[]
1423	dat	['']	[]
1424	in	['']	[]
1425	beslotenheid	['']	[]
1426	te	['']	[]
1427	kunnen	['']	[]
1428	bespreken	['']	[]
1429	met	['']	[]
1430	de	['']	[]
1431	mensen	['']	[]
1432	die	['']	[]
1433	daarbij	['']	[]
1434	aanwezig	['']	[]
1435	zijn	['']	[]
1436	.	['']	[]
1437	Zij	['B_PER_31']	[]
1438	weet	['']	[]
1439	zelf	['']	[]
1440	als	['']	[]
1441	onderzoeker	['']	[]
1442	dat	['']	[]
1443	er	['']	[]
1444	nog	['']	[]
1445	veel	['']	[]
1446	kan	['']	[]
1447	veranderen	['']	[]
1448	tussen	['']	[]
1449	een	['']	[]
1450	conceptversie	['']	[]
1451	en	['']	[]
1452	een	['']	[]
1453	eindversie	['']	[]
1454	.	['']	[]
1455	Het	['']	[]
1456	is	['']	[]
1457	ook	['']	[]
1458	de	['']	[]
1459	bedoeling	['']	[]
1460	om	['']	[]
1461	dat	['']	[]
1462	concept	['']	[]
1463	in	['']	[]
1464	die	['']	[]
1465	setting	['']	[]
1466	met	['']	[]
1467	elkaar	['']	[]
1468	te	['']	[]
1469	kunnen	['']	[]
1470	bespreken	['']	[]
1471	.	['']	[]
1472	Als	['']	[]
1473	conceptrapporten	['']	[]
1474	openbaar	['']	[]
1475	gemaakt	['']	[]
1476	worden	['']	[]
1477	,	['']	[]
1478	wordt	['']	[]
1479	er	['']	[]
1480	een	['']	[]
1481	gevaarlijk	['']	[]
1482	precedent	['']	[]
1483	geschapen	['']	[]
1484	voor	['']	[]
1485	toekomstige	['']	[]
1486	onderzoeken	['']	[]
1487	.	['']	[]
1488	Onderzoekers	['']	[]
1489	zullen	['']	[]
1490	zich	['']	[]
1491	dan	['']	[]
1492	niet	['']	[]
1493	meer	['']	[]
1494	vrij	['']	[]
1495	voelen	['']	[]
1496	om	['']	[]
1497	een	['']	[]
1498	concept	['']	[]
1499	op	['']	[]
1500	papier	['']	[]
1501	te	['']	[]
1502	zetten	['']	[]
1503	.	['']	[]
1504	De	['B_PER_17']	[]
1505	heer	['I_PER_17']	['B_PER_81']
1506	Van	['I_PER_17']	['I_PER_81']
1507	Heuven	['I_PER_17']	['I_PER_81']
1508	(	['']	[]
1509	PvdD	['']	[]
1510	)	['']	[]
1511	merkt	['']	[]
1512	op	['']	[]
1513	dat	['']	[]
1514	zijn	['B_PER_17']	[]
1515	fractie	['']	[]
1516	het	['']	[]
1517	idee	['']	[]
1518	van	['']	[]
1519	de	['B_PER_37']	[]
1520	heer	['I_PER_37']	['B_PER_82']
1521	Sungur	['I_PER_37']	['I_PER_82']
1522	steunt	['']	[]
1523	om	['']	[]
1524	het	['']	[]
1525	conceptrapport	['']	[]
1526	met	['']	[]
1527	weggelakte	['']	[]
1528	delen	['']	[]
1529	openbaar	['']	[]
1530	te	['']	[]
1531	maken	['']	[]
1532	.	['']	[]
1533	Raadsvergadering	['']	[]
1534	van	['']	[]
1535	15	['']	[]
1536	september	['']	[]
1537	2022	['']	[]
1538	4	['']	[]
1539	Mevrouw	['B_PER_11']	['B_PER_83']
1540	Deldjou	['I_PER_11']	['I_PER_83']
1541	Fard	['I_PER_11']	['I_PER_83']
1542	(	['']	[]
1543	GroenLinks	['']	[]
1544	)	['']	[]
1545	sluit	['']	[]
1546	zich	['B_PER_11']	[]
1547	aan	['']	[]
1548	bij	['']	[]
1549	de	['']	[]
1550	woorden	['']	[]
1551	van	['']	[]
1552	mevrouw	['B_PER_31']	['B_PER_84']
1553	Raaijmakers	['I_PER_31']	['I_PER_84']
1554	.	['']	[]
1555	Is	['']	[]
1556	het	['']	[]
1557	openbaar	['']	[]
1558	maken	['']	[]
1559	van	['']	[]
1560	het	['']	[]
1561	conceptrapport	['']	[]
1562	juridisch	['']	[]
1563	mogelijk	['']	[]
1564	?	['']	[]
1565	Dat	['']	[]
1566	kon	['']	[]
1567	zij	['B_PER_31']	[]
1568	niet	['']	[]
1569	uit	['']	[]
1570	de	['']	[]
1571	brief	['']	[]
1572	opmaken	['']	[]
1573	.	['']	[]
1574	Mevrouw	['B_PER_25']	['B_PER_85']
1575	Nolten	['I_PER_25']	['I_PER_85']
1576	(	['']	[]
1577	Bij1	['']	[]
1578	)	['']	[]
1579	steunt	['']	[]
1580	de	['']	[]
1581	oproep	['']	[]
1582	om	['']	[]
1583	het	['']	[]
1584	conceptrapport	['']	[]
1585	openbaar	['']	[]
1586	te	['']	[]
1587	maken	['']	[]
1588	,	['']	[]
1589	mits	['']	[]
1590	bepaalde	['']	[]
1591	delen	['']	[]
1592	daarvan	['']	[]
1593	zwart	['']	[]
1594	gelakt	['']	[]
1595	worden	['']	[]
1596	,	['']	[]
1597	om	['']	[]
1598	te	['']	[]
1599	voorkomen	['']	[]
1600	dat	['']	[]
1601	mensen	['']	[]
1602	die	['']	[]
1603	een	['']	[]
1604	klacht	['']	[]
1605	hebben	['']	[]
1606	ingediend	['']	[]
1607	of	['']	[]
1608	zich	['']	[]
1609	anderszins	['']	[]
1610	hebben	['']	[]
1611	uitgesproken	['']	[]
1612	,	['']	[]
1613	in	['']	[]
1614	een	['']	[]
1615	onveilige	['']	[]
1616	situatie	['']	[]
1617	zullen	['']	[]
1618	komen	['']	[]
1619	.	['']	[]
1620	Mevrouw	['B_PER_20']	['B_PER_86']
1621	Kendir	['I_PER_20']	['I_PER_86']
1622	(	['']	[]
1623	Student	['']	[]
1624	&	['']	[]
1625	Starter	['']	[]
1626	)	['']	[]
1627	stelt	['']	[]
1628	dat	['']	[]
1629	volgens	['']	[]
1630	haar	['']	[]
1631	de	['']	[]
1632	onderliggende	['']	[]
1633	wens	['']	[]
1634	is	['']	[]
1635	dat	['']	[]
1636	er	['']	[]
1637	gesproken	['']	[]
1638	kan	['']	[]
1639	worden	['']	[]
1640	over	['']	[]
1641	de	['']	[]
1642	eventuele	['']	[]
1643	inhoudelijke	['']	[]
1644	verschillen	['']	[]
1645	tussen	['']	[]
1646	het	['']	[]
1647	conceptrapport	['']	[]
1648	en	['']	[]
1649	het	['']	[]
1650	eindrapport	['']	[]
1651	.	['']	[]
1652	Openbaarheid	['']	[]
1653	van	['']	[]
1654	het	['']	[]
1655	conceptrapport	['']	[]
1656	hoeft	['']	[]
1657	daarvoor	['']	[]
1658	niet	['']	[]
1659	per	['']	[]
1660	se	['']	[]
1661	het	['']	[]
1662	juiste	['']	[]
1663	middel	['']	[]
1664	te	['']	[]
1665	zijn	['']	[]
1666	.	['']	[]
1667	Zij	['B_PER_20']	[]
1668	vraagt	['']	[]
1669	de	['']	[]
1670	wethouder	['']	[]
1671	of	['']	[]
1672	er	['']	[]
1673	niet	['']	[]
1674	een	['']	[]
1675	alternatief	['']	[]
1676	mogelijk	['']	[]
1677	is	['']	[]
1678	waardoor	['']	[]
1679	toch	['']	[]
1680	tegemoet	['']	[]
1681	kan	['']	[]
1682	worden	['']	[]
1683	gekomen	['']	[]
1684	aan	['']	[]
1685	die	['']	[]
1686	wens	['']	[]
1687	,	['']	[]
1688	met	['']	[]
1689	inachtneming	['']	[]
1690	van	['']	[]
1691	hetgeen	['']	[]
1692	in	['']	[]
1693	de	['']	[]
1694	raadsbrief	['']	[]
1695	is	['']	[]
1696	gecommuniceerd	['']	[]
1697	.	['']	[]
1698	Mevrouw	['B_PER_4']	['B_PER_87']
1699	Al-Saqaff	['I_PER_4']	['I_PER_87']
1700	(	['']	[]
1701	VVD	['']	[]
1702	)	['']	[]
1703	sluit	['']	[]
1704	zich	['B_PER_4']	[]
1705	aan	['']	[]
1706	bij	['']	[]
1707	de	['']	[]
1708	woorden	['']	[]
1709	van	['']	[]
1710	mevrouw	['B_PER_31']	['B_PER_88']
1711	Raaijmakers	['I_PER_31']	['I_PER_88']
1712	.	['']	[]
1713	Ook	['']	[]
1714	haar	['B_PER_4']	[]
1715	fractie	['']	[]
1716	hecht	['']	[]
1717	veel	['']	[]
1718	belang	['']	[]
1719	aan	['']	[]
1720	de	['']	[]
1721	vertrouwelijkheid	['']	[]
1722	van	['']	[]
1723	hetgeen	['']	[]
1724	de	['']	[]
1725	onderzoekers	['']	[]
1726	inbrengen	['']	[]
1727	.	['']	[]
1728	Mevrouw	['B_PER_16']	['B_PER_89']
1729	Hessel	['I_PER_16']	['I_PER_89']
1730	(	['']	[]
1731	Utrecht	['']	[]
1732	Solidair	['']	[]
1733	)	['']	[]
1734	sluit	['']	[]
1735	zich	['B_PER_16']	[]
1736	volledig	['']	[]
1737	aan	['']	[]
1738	bij	['']	[]
1739	de	['B_PER_37']	[]
1740	heer	['I_PER_37']	['B_PER_90']
1741	Sungur	['I_PER_37']	['I_PER_90']
1742	.	['']	[]
1743	Tussen	['']	[]
1744	het	['']	[]
1745	conceptrapport	['']	[]
1746	en	['']	[]
1747	het	['']	[]
1748	definitieve	['']	[]
1749	rapport	['']	[]
1750	horen	['']	[]
1751	niet	['']	[]
1752	zulke	['']	[]
1753	verschillen	['']	[]
1754	te	['']	[]
1755	zitten	['']	[]
1756	.	['']	[]
1757	De	['']	[]
1758	zaken	['']	[]
1759	die	['']	[]
1760	geheim	['']	[]
1761	moeten	['']	[]
1762	blijven	['']	[]
1763	,	['']	[]
1764	kunnen	['']	[]
1765	in	['']	[]
1766	beide	['']	[]
1767	versies	['']	[]
1768	zwart	['']	[]
1769	gemaakt	['']	[]
1770	worden	['']	[]
1771	.	['']	[]
1772	De	['B_PER_1']	[]
1773	voorzitter	['I_PER_1']	[]
1774	stelt	['']	[]
1775	vast	['']	[]
1776	dat	['']	[]
1777	er	['']	[]
1778	nu	['']	[]
1779	toch	['']	[]
1780	al	['']	[]
1781	enkele	['']	[]
1782	inhoudelijke	['']	[]
1783	zaken	['']	[]
1784	genoemd	['']	[]
1785	worden	['']	[]
1786	,	['']	[]
1787	die	['']	[]
1788	verder	['']	[]
1789	gaan	['']	[]
1790	dan	['']	[]
1791	procesopmerkingen	['']	[]
1792	.	['']	[]
1793	Zij	['B_PER_1']	[]
1794	wijst	['']	[]
1795	de	['']	[]
1796	raadsleden	['']	[]
1797	erop	['']	[]
1798	dat	['']	[]
1799	de	['']	[]
1800	geheimhouding	['']	[]
1801	,	['']	[]
1802	zolang	['']	[]
1803	die	['']	[]
1804	niet	['']	[]
1805	wordt	['']	[]
1806	weggestemd	['']	[]
1807	,	['']	[]
1808	er	['']	[]
1809	nog	['']	[]
1810	steeds	['']	[]
1811	is	['']	[]
1812	.	['']	[]
1813	De	['B_PER_22']	[]
1814	heer	['I_PER_22']	['B_PER_91']
1815	Koning	['I_PER_22']	['I_PER_91']
1816	(	['']	[]
1817	D66	['']	[]
1818	)	['']	[]
1819	merkt	['']	[]
1820	op	['']	[]
1821	dat	['']	[]
1822	zijn	['B_PER_22']	[]
1823	fractie	['']	[]
1824	het	['']	[]
1825	verzoek	['']	[]
1826	om	['']	[]
1827	geheimhouding	['']	[]
1828	steunt	['']	[]
1829	,	['']	[]
1830	langs	['']	[]
1831	de	['']	[]
1832	lijn	['']	[]
1833	van	['']	[]
1834	de	['']	[]
1835	argumenten	['']	[]
1836	die	['']	[]
1837	mevrouw	['B_PER_31']	['B_PER_92']
1838	Raaijmakers	['I_PER_31']	['I_PER_92']
1839	heeft	['']	[]
1840	genoemd	['']	[]
1841	en	['']	[]
1842	de	['']	[]
1843	argumenten	['']	[]
1844	die	['']	[]
1845	in	['']	[]
1846	de	['']	[]
1847	brief	['']	[]
1848	van	['']	[]
1849	gisteren	['']	[]
1850	zijn	['']	[]
1851	genoemd	['']	[]
1852	.	['']	[]
1853	Mevrouw	['B_PER_8']	['B_PER_93']
1854	Chirino	['I_PER_8']	['I_PER_93']
1855	(	['']	[]
1856	ChristenUnie	['']	[]
1857	)	['']	[]
1858	betreurt	['']	[]
1859	het	['']	[]
1860	dat	['']	[]
1861	er	['']	[]
1862	überhaupt	['']	[]
1863	een	['']	[]
1864	conceptrapport	['']	[]
1865	besproken	['']	[]
1866	gaat	['']	[]
1867	worden	['']	[]
1868	terwijl	['']	[]
1869	het	['']	[]
1870	rapport	['']	[]
1871	al	['']	[]
1872	is	['']	[]
1873	besproken	['']	[]
1874	.	['']	[]
1875	Zij	['B_PER_8']	[]
1876	acht	['']	[]
1877	het	['']	[]
1878	niet	['']	[]
1879	noodzakelijk	['']	[]
1880	dat	['']	[]
1881	het	['']	[]
1882	rapport	['']	[]
1883	in	['']	[]
1884	openbarheid	['']	[]
1885	besproken	['']	[]
1886	wordt	['']	[]
1887	.	['']	[]
1888	De	['B_PER_60']	[]
1889	heer	['I_PER_60']	['B_PER_94']
1890	Versteeg	['I_PER_60']	['I_PER_94']
1891	(	['']	[]
1892	CDA	['']	[]
1893	)	['']	[]
1894	kan	['']	[]
1895	de	['']	[]
1896	geheimhouding	['']	[]
1897	steunen	['']	[]
1898	.	['']	[]
1899	Ook	['']	[]
1900	hij	['B_PER_60']	[]
1901	sluit	['']	[]
1902	zich	['']	[]
1903	aan	['']	[]
1904	bij	['']	[]
1905	mevrouw	['B_PER_31']	['B_PER_95']
1906	Raaijmakers	['I_PER_31']	['I_PER_95']
1907	.	['']	[]
1908	Wel	['']	[]
1909	moeten	['']	[]
1910	de	['']	[]
1911	verschillen	['']	[]
1912	tussen	['']	[]
1913	het	['']	[]
1914	conceptrapport	['']	[]
1915	en	['']	[]
1916	het	['']	[]
1917	definitieve	['']	[]
1918	rapport	['']	[]
1919	zo	['']	[]
1920	veel	['']	[]
1921	mogelijk	['']	[]
1922	duidelijk	['']	[]
1923	zijn	['']	[]
1924	.	['']	[]
1925	Mevrouw	['B_PER_52']	['B_PER_96']
1926	Streefland	['I_PER_52']	['I_PER_96']
1927	(	['']	[]
1928	wethouder	['B_PER_52']	[]
1929	)	['']	[]
1930	merkt	['']	[]
1931	op	['']	[]
1932	dat	['']	[]
1933	de	['']	[]
1934	vraag	['']	[]
1935	van	['']	[]
1936	mevrouw	['B_PER_11']	['B_PER_97']
1937	Deldjou	['I_PER_11']	['I_PER_97']
1938	Fard	['I_PER_11']	['I_PER_97']
1939	-	['']	[]
1940	is	['']	[]
1941	het	['']	[]
1942	openbaar	['']	[]
1943	maken	['']	[]
1944	van	['']	[]
1945	het	['']	[]
1946	conceptrapport	['']	[]
1947	juridisch	['']	[]
1948	mogelijk	['']	[]
1949	?	['']	[]
1950	-	['']	[]
1951	haar	['B_PER_52']	[]
1952	nog	['']	[]
1953	niet	['']	[]
1954	helemaal	['']	[]
1955	duidelijk	['']	[]
1956	is	['']	[]
1957	.	['']	[]
1958	Zij	['B_PER_52']	[]
1959	kan	['']	[]
1960	zich	['B_PER_52']	[]
1961	voorstellen	['']	[]
1962	dat	['']	[]
1963	zij	['B_PER_52']	[]
1964	daar	['']	[]
1965	later	['']	[]
1966	op	['']	[]
1967	terugkomt	['']	[]
1968	.	['']	[]
1969	Ook	['']	[]
1970	het	['']	[]
1971	gevraagde	['']	[]
1972	door	['']	[]
1973	mevrouw	['B_PER_20']	['B_PER_98']
1974	Kendir	['I_PER_20']	['I_PER_99']
1975	is	['']	[]
1976	haar	['B_PER_20']	[]
1977	nog	['']	[]
1978	niet	['']	[]
1979	helemaal	['']	[]
1980	duidelijk	['']	[]
1981	.	['']	[]
1982	Op	['']	[]
1983	dit	['']	[]
1984	moment	['']	[]
1985	ligt	['']	[]
1986	alleen	['']	[]
1987	voor	['']	[]
1988	:	['']	[]
1989	geheimhouding	['']	[]
1990	of	['']	[]
1991	niet	['']	[]
1992	.	['']	[]
1993	Mevrouw	['B_PER_20']	['B_PER_100']
1994	Kendir	['I_PER_20']	['I_PER_100']
1995	(	['']	[]
1996	Student	['']	[]
1997	&	['']	[]
1998	Starter	['']	[]
1999	)	['']	[]
2000	verduidelijkt	['']	[]
2001	dat	['']	[]
2002	haar	['B_PER_20']	[]
2003	fractie	['']	[]
2004	vooral	['']	[]
2005	benieuwd	['']	[]
2006	is	['']	[]
2007	naar	['']	[]
2008	alternatieve	['']	[]
2009	mogelijkheden	['']	[]
2010	,	['']	[]
2011	bijvoorbeeld	['']	[]
2012	dat	['']	[]
2013	de	['']	[]
2014	raad	['']	[]
2015	in	['']	[]
2016	gesprek	['']	[]
2017	gaat	['']	[]
2018	met	['']	[]
2019	de	['']	[]
2020	onderzoekers	['']	[]
2021	.	['']	[]
2022	Zij	['B_PER_20']	[]
2023	heeft	['']	[]
2024	het	['']	[]
2025	gevoel	['']	[]
2026	dat	['']	[]
2027	er	['']	[]
2028	nu	['']	[]
2029	heel	['']	[]
2030	zwart-wit	['']	[]
2031	naar	['']	[]
2032	het	['']	[]
2033	rapport	['']	[]
2034	gekeken	['']	[]
2035	wordt	['']	[]
2036	,	['']	[]
2037	terwijl	['']	[]
2038	er	['']	[]
2039	volgens	['']	[]
2040	haar	['']	[]
2041	een	['']	[]
2042	diepere	['']	[]
2043	wens	['']	[]
2044	ligt	['']	[]
2045	.	['']	[]
2046	Raadsvergadering	['']	[]
2047	van	['']	[]
2048	15	['']	[]
2049	september	['']	[]
2050	2022	['']	[]
2051	5	['']	[]
2052	Mevrouw	['B_PER_52']	['B_PER_101']
2053	Streefland	['I_PER_52']	['I_PER_101']
2054	(	['']	[]
2055	wethouder	['B_PER_52']	[]
2056	)	['']	[]
2057	antwoordt	['']	[]
2058	dat	['']	[]
2059	dit	['']	[]
2060	aan	['']	[]
2061	de	['']	[]
2062	raad	['']	[]
2063	zelf	['']	[]
2064	is	['']	[]
2065	.	['']	[]
2066	Op	['']	[]
2067	dit	['']	[]
2068	moment	['']	[]
2069	ligt	['']	[]
2070	alleen	['']	[]
2071	de	['']	[]
2072	vraag	['']	[]
2073	voor	['']	[]
2074	of	['']	[]
2075	er	['']	[]
2076	geheimhouding	['']	[]
2077	moet	['']	[]
2078	worden	['']	[]
2079	opgelegd	['']	[]
2080	.	['']	[]
2081	Daar	['']	[]
2082	moet	['']	[]
2083	de	['']	[]
2084	raad	['']	[]
2085	een	['']	[]
