	token	gold	model
1173	het	['']	[]
1174	IMG	['']	[]
1175	tot	['']	[]
1176	stand	['']	[]
1177	komen	['']	[]
1178	via	['']	[]
1179	een	['']	[]
1180	zorgvuldige	['']	[]
1181	,	['']	[]
1182	openbare	['']	[]
1183	procedure	['']	[]
1184	met	['']	[]
1185	toetsing	['']	[]
1186	door	['']	[]
1187	de	['']	[]
1188	Raad	['']	[]
1189	van	['']	[]
1190	State	['']	[]
1191	en	['']	[]
1192	de	['']	[]
1193	beide	['']	[]
1194	Kamers	['']	[]
1195	.	['']	[]
1196	Het	['']	[]
1197	IMG	['']	[]
1198	suggereert	['']	[]
1199	de	['']	[]
1200	volgende	['']	[]
1201	wijziging	['']	[]
1202	:	['']	[]
1203	“	['']	[]
1204	Artikel	['']	[]
1205	3	['']	[]
1206	,	['']	[]
1207	negende	['']	[]
1208	lid	['']	[]
1209	,	['']	[]
1210	komt	['']	[]
1211	te	['']	[]
1212	luiden	['']	[]
1213	:	['']	[]
1214	9	['']	[]
1215	.	['']	[]
1216	Bij	['']	[]
1217	algemene	['']	[]
1218	maatregel	['']	[]
1219	van	['']	[]
1220	bestuur	['']	[]
1221	kunnen	['']	[]
1222	regels	['']	[]
1223	worden	['']	[]
1224	gesteld	['']	[]
1225	over	['']	[]
1226	de	['']	[]
1227	wijze	['']	[]
1228	waarop	['']	[]
1229	Onze	['']	[]
1230	Minister	['']	[]
1231	van	['']	[]
1232	Binnenlandse	['']	[]
1233	Zaken	['']	[]
1234	en	['']	[]
1235	Koninkrijksrelaties	['']	[]
1236	en	['']	[]
1237	het	['']	[]
1238	IMG	['']	[]
1239	de	['']	[]
1240	uitvoering	['']	[]
1241	van	['']	[]
1242	de	['']	[]
1243	versterking	['']	[]
1244	op	['']	[]
1245	grond	['']	[]
1246	van	['']	[]
1247	hoofdstuk	['']	[]
1248	5	['']	[]
1249	en	['']	[]
1250	de	['']	[]
1251	vergoeding	['']	[]
1252	van	['']	[]
1253	schade	['']	[]
1254	op	['']	[]
1255	grond	['']	[]
1256	van	['']	[]
1257	hoofdstuk	['']	[]
1258	2	['']	[]
1259	op	['']	[]
1260	elkaar	['']	[]
1261	afstemmen	['']	[]
1262	.	['']	[]
1263	De	['']	[]
1264	voordracht	['']	[]
1265	voor	['']	[]
1266	een	['']	[]
1267	krachtens	['']	[]
1268	dit	['']	[]
1269	lid	['']	[]
1270	vast	['']	[]
1271	te	['']	[]
1272	stellen	['']	[]
1273	algemene	['']	[]
1274	maatregel	['']	[]
1275	van	['']	[]
1276	bestuur	['']	[]
1277	wordt	['']	[]
1278	niet	['']	[]
1279	eerder	['']	[]
1280	gedaan	['']	[]
1281	dan	['']	[]
1282	vier	['']	[]
1283	weken	['']	[]
1284	nadat	['']	[]
1285	het	['']	[]
1286	ontwerp	['']	[]
1287	aan	['']	[]
1288	beide	['']	[]
1289	kamers	['']	[]
1290	der	['']	[]
1291	Staten-Generaal	['']	[]
1292	is	['']	[]
1293	voorgelegd	['']	[]
1294	.	['']	[]
1295	Toelichting	['']	[]
1296	op	['']	[]
1297	de	['']	[]
1298	wijziging	['']	[]
1299	:	['']	[]
1300	Dit	['']	[]
1301	lid	['']	[]
1302	stelt	['']	[]
1303	zeker	['']	[]
1304	dat	['']	[]
1305	regels	['']	[]
1306	die	['']	[]
1307	ingrijpen	['']	[]
1308	in	['']	[]
1309	de	['']	[]
1310	taakuitoefening	['']	[]
1311	van	['']	[]
1312	beide	['']	[]
1313	organisaties	['']	[]
1314	slechts	['']	[]
1315	met	['']	[]
1316	parlementaire	['']	[]
1317	betrokkenheid	['']	[]
1318	worden	['']	[]
1319	vastgesteld	['']	[]
1320	.	['']	[]
1321	Met	['']	[]
1322	name	['']	[]
1323	de	['']	[]
1324	semi-rechterlijke	['']	[]
1325	taak	['']	[]
1326	van	['']	[]
1327	het	['']	[]
1328	IMG	['']	[]
1329	verdraagt	['']	[]
1330	zich	['']	[]
1331	niet	['']	[]
1332	met	['']	[]
1333	de	['']	[]
1334	bevoegdheid	['']	[]
1335	van	['']	[]
1336	de	['']	[]
1337	minister	['']	[]
1338	via	['']	[]
1339	beleidsregels	['']	[]
1340	in	['']	[]
1341	te	['']	[]
1342	grijpen	['']	[]
1343	in	['']	[]
1344	de	['']	[]
1345	taakuitoefening	['']	[]
1346	door	['']	[]
1347	het	['']	[]
1348	IMG	['']	[]
1349	(	['']	[]
1350	zie	['']	[]
1351	het	['']	[]
1352	huidige	['']	[]
1353	artikel	['']	[]
1354	9	['']	[]
1355	)	['']	[]
1356	.	['']	[]
1357	”	['']	[]
1358	Voorstel	['']	[]
1359	van	['']	[]
1360	het	['']	[]
1361	Gasberaad	['']	[]
1362	voor	['']	[]
1363	een	['']	[]
1364	amendement	['']	[]
1365	Ik	['B_PER_3']	[]
1366	vraag	['']	[]
1367	tenslotte	['']	[]
1368	aandacht	['']	[]
1369	voor	['']	[]
1370	het	['']	[]
1371	voorstel	['']	[]
1372	voor	['']	[]
1373	een	['']	[]
1374	amendement	['']	[]
1375	van	['']	[]
1376	het	['']	[]
1377	Groninger	['']	[]
1378	Gasberaad	['']	[]
1379	in	['']	[]
1380	zijn	['']	[]
1381	genoemde	['']	[]
1382	reactie	['']	[]
1383	over	['']	[]
1384	de	['']	[]
1385	mogelijkheid	['']	[]
1386	van	['']	[]
1387	meer	['']	[]
1388	duurzaam	['']	[]
1389	herstel	['']	[]
1390	(	['']	[]
1391	zie	['']	[]
1392	het	['']	[]
1393	amendement	['']	[]
1394	4x1	['']	[]
1395	)	['']	[]
1396	,	['']	[]
1397	p.	['']	[]
1398	10-11	['']	[]
1399	)	['']	[]
1400	.	['']	[]
1401	Het	['']	[]
1402	voorstel	['']	[]
1403	schept	['']	[]
1404	een	['']	[]
1405	nieuwe	['']	[]
1406	procesgang	['']	[]
1407	die	['']	[]
1408	moet	['']	[]
1409	uitmonden	['']	[]
1410	in	['']	[]
1411	een	['']	[]
1412	plan	['']	[]
1413	van	['']	[]
1414	aanpak	['']	[]
1415	van	['']	[]
1416	IMG	['']	[]
1417	en	['']	[]
1418	NCG	['']	[]
1419	voor	['']	[]
1420	versterking	['']	[]
1421	en	['']	[]
1422	schadeherstel	['']	[]
1423	.	['']	[]
1424	Zoals	['']	[]
1425	het	['']	[]
1426	Groninger	['']	[]
1427	Gasberaad	['']	[]
1428	aangeeft	['']	[]
1429	betreft	['']	[]
1430	het	['']	[]
1431	een	['']	[]
1432	uitgebreid	['']	[]
1433	amendement	['']	[]
1434	waarin	['']	[]
1435	een	['']	[]
1436	groot	['']	[]
1437	aantal	['']	[]
1438	artikelen	['']	[]
1439	uit	['']	[]
1440	het	['']	[]
1441	wetsvoorstel	['']	[]
1442	moet	['']	[]
1443	worden	['']	[]
1444	aangepast	['']	[]
1445	of	['']	[]
1446	herschreven	['']	[]
1447	.	['']	[]
1448	Ik	['B_PER_3']	[]
1449	denk	['']	[]
1450	dat	['']	[]
1451	het	['']	[]
1452	goed	['']	[]
1453	zou	['']	[]
1454	zijn	['']	[]
1455	als	['']	[]
1456	IMG	['']	[]
1457	en	['']	[]
1458	NCG	['']	[]
1459	de	['']	[]
1460	gelegenheid	['']	[]
1461	wordt	['']	[]
1462	geboden	['']	[]
1463	de	['']	[]
1464	uitvoeringsconsequenties	['']	[]
1465	van	['']	[]
1466	het	['']	[]
1467	voorstel	['']	[]
1468	in	['']	[]
1469	kaart	['']	[]
1470	te	['']	[]
1471	brengen	['']	[]
1472	,	['']	[]
1473	zodat	['']	[]
1474	de	['']	[]
1475	Kamer	['']	[]
1476	de	['']	[]
1477	uitkomst	['']	[]
1478	daarvan	['']	[]
1479	kan	['']	[]
1480	betrekken	['']	[]
1481	bij	['']	[]
1482	haar	['']	[]
1483	beraadslaging	['']	[]
1484	.	['']	[]
1485	Een	['']	[]
1486	afschrift	['']	[]
1487	van	['']	[]
1488	deze	['']	[]
1489	brief	['']	[]
1490	verstuur	['']	[]
1491	ik	['B_PER_3']	[]
1492	aan	['']	[]
1493	de	['']	[]
1494	leden	['']	[]
1495	van	['']	[]
1496	de	['']	[]
1497	vaste	['']	[]
1498	Kamercommissie	['']	[]
1499	voor	['']	[]
1500	Economische	['']	[]
1501	Zaken	['']	[]
1502	en	['']	[]
1503	Klimaat	['']	[]
1504	gelet	['']	[]
1505	op	['']	[]
1506	de	['']	[]
1507	behandeling	['']	[]
1508	van	['']	[]
1509	het	['']	[]
1510	wetsvoorstel	['']	[]
1511	versterken	['']	[]
1512	in	['']	[]
1513	de	['']	[]
1514	Tweede	['']	[]
1515	Kamer	['']	[]
1516	op	['']	[]
1517	10	['']	[]
1518	februari	['']	[]
1519	a.s.	['']	[]
1520	Desgewenst	['']	[]
1521	ben	['']	[]
1522	ik	['B_PER_3']	[]
1523	tot	['']	[]
1524	nadere	['']	[]
1525	toelichting	['']	[]
1526	op	['']	[]
1527	het	['']	[]
1528	voorgaande	['']	[]
1529	bereid	['']	[]
1530	.	['']	[]
1531	Met	['']	[]
1532	vriendelijke	['']	[]
1533	groet	['']	[]
1534	,	['']	[]
1535	S.C.J.J.	['B_PER_3']	['B_PER_6']
1536	(	['I_PER_3']	[]
1537	Bas	['I_PER_3']	['I_PER_7']
1538	)	['I_PER_3']	['I_PER_7']
1539	Kortmann	['I_PER_3']	['I_PER_7']
1540	Voorzitter	['B_PER_3']	[]
1541	Bestuur	['I_PER_3']	[]
1542	Instituut	['I_PER_3']	[]
1543	Mijnbouwschade	['I_PER_3']	[]
1544	Groningen	['I_PER_3']	[]
